ENTRY            F0129   20200509                             F077F0129  0    1 
SUBENT        F0129001   20200509                             F077F0129  1    1 
BIB                 10         20                                 F0129  1    2 
TITLE      Angular distribution and polarization of neutrons from F0129  1    3 
           Be-9(p,n0)B-9 and B-11(p,n0)C-11 reactions             F0129  1    4 
AUTHOR     (B.D.Walker,C.Wong,J.D.Anderson,J.W.McClure)           F0129  1    5 
INSTITUTE  (1USALRL)                                              F0129  1    6 
REFERENCE  (J,PR,137,B1504,1965)                                  F0129  1    7 
REL-REF    (I,T0015001,C.Wong+,J,PR,123,598,1961) - The method    F0129  1    8 
           and apparatus, including the time-of-flight            F0129  1    9 
           electronics, employed to measure the angular           F0129  1   10 
           distributions are described                            F0129  1   11 
FACILITY   (CYCLO,1USALRL) Variable energy cyclotron              F0129  1   12 
DETECTOR   (SCIN) Plastic and stilbene scintillators.             F0129  1   13 
METHOD     (TOF)                                                  F0129  1   14 
ERR-ANALYS (ERR-SYS) Absolute error in dif.cross section          F0129  1   15 
HISTORY    (19800919C)                                            F0129  1   16 
           (19991203U) corrected 4-dig. year and lower cases.     F0129  1   17 
           (20081013A) NDS: reference on Phys.Rev. corrected.     F0129  1   18 
                       PR/B,137,1504,1965 ==> PR,137,B1504,1965   F0129  1   19 
           (20200509A) SD: Corrections in all Subents. BIB updatedF0129  1   20 
           DATA-ERR1 -> ERR-SYS; DATA-ERR2 -> DATA-ERR. Subents   F0129  1   21 
           006, 007 added. SAMPLE moved to Subents 002-007.       F0129  1   22 
ENDBIB              20          0                                 F0129  1   23 
COMMON               2          3                                 F0129  1   24 
E-LVL      ERR-SYS                                                F0129  1   25 
MEV        PER-CENT                                               F0129  1   26 
 0.0         10.0                                                 F0129  1   27 
ENDCOMMON            3          0                                 F0129  1   28 
ENDSUBENT           27          0                                 F0129  199999 
SUBENT        F0129002   20200509                             F077F0129  2    1 
BIB                  5         14                                 F0129  2    2 
REACTION   (4-BE-9(P,N)5-B-9,PAR,DA)                              F0129  2    3 
SAMPLE     Beryllium target was prepared by evaporating the       F0129  2    4 
           element on a 0.020-in. tantalum backing. Target was    F0129  2    5 
           approximately 100-keV thick to a 8 MeV protons.        F0129  2    6 
ERR-ANALYS (DATA-ERR) Error from graphic bars (relative).         F0129  2    7 
           Relative errors are compounded from counting statisticsF0129  2    8 
           and from the reproducibility of the zero-degree cross  F0129  2    9 
           section measured before and after an angular           F0129  2   10 
           distribution measurement.                              F0129  2   11 
           Generally, relative errors were < 5%.                  F0129  2   12 
STATUS     (CURVE) Fig.2 from Phys.Rev.,137(1965)B1504            F0129  2   13 
HISTORY    (20200509A) SD: SF9=EXP deleted from REACTION code.    F0129  2   14 
           COS-ERR->COS-ERR-D; DATA-ERR3->ERR-DIG. STATUS updated.F0129  2   15 
           DATA-ERR2 -> DATA-ERR.                                 F0129  2   16 
ENDBIB              14          0                                 F0129  2   17 
COMMON               2          3                                 F0129  2   18 
COS-ERR-D  ERR-DIG                                                F0129  2   19 
NO-DIM     PER-CENT                                               F0129  2   20 
 0.010      1.0                                                   F0129  2   21 
ENDCOMMON            3          0                                 F0129  2   22 
DATA                 4        105                                 F0129  2   23 
       10.3       66.0    -0.0728     0.0679                      F0129  7   70 
       10.3       76.3    -0.1521     0.0771                      F0129  7   71 
       10.3       86.4    -0.0124     0.0957                      F0129  7   72 
       11.4       11.2     0.0937     0.0649                      F0129  7   73 
       11.4       21.6     0.2646     0.0711                      F0129  7   74 
       11.4       32.9     0.2471     0.0618                      F0129  7   75 
       11.4       44.1     0.0597     0.0525                      F0129  7   76 
       11.4       55.2    -0.1060     0.0649                      F0129  7   77 
       11.4       65.7    -0.1267     0.1050                      F0129  7   78 
       11.4       75.4    -0.1721     0.1236                      F0129  7   79 
       11.4       86.0    -0.3904     0.2316                      F0129  7   80 
ENDDATA             58          0                                 F0129  7   81 
ENDSUBENT           80          0                                 F0129  799999 
ENDENTRY             7          0                                 F012999999999 
