ENTRY            F0696   20130320                             F050F069600000001 
SUBENT        F0696001   20130320                             F050F069600100001 
BIB                 10         20                                 F069600100002 
TITLE      Investigation of the reaction 28Si(3He,p)30P.          F069600100003 
AUTHOR     (Y.V.Nikitenko,G.M.Osetinskii,Song Wong Nam,M.A.Farouk)F069600100004 
INSTITUTE  (4ZZZDUB)                                              F069600100005 
REFERENCE  (J,YF,18,954,1973)                                     F069600100006 
           (J,SNP,18,492,1974) English translation                F069600100007 
FACILITY   (VDG,4ZZZDUB)                                          F069600100008 
SAMPLE     Thin self-supporting 28Si target with the thickness    F069600100009 
           of 28 mu-g/cm2.                                        F069600100010 
METHOD     (BCINT)                                                F069600100011 
DETECTOR   (SIBAR) Five surface barrier detectors with lithium    F069600100012 
           drift. One of them was used as a monitor and it was    F069600100013 
           set at 90 degr. The others were mounted on a mobile    F069600100014 
           corbel providing measurements at the angles 0-160 degr.F069600100015 
ERR-ANALYS (ERR-DIG)    Data digitizing error                     F069600100016 
           (DATA-ERR1)  Mean square error                         F069600100017 
           (DATA-ERR2)  Error from the graphic bars               F069600100018 
HISTORY    (20041018C)                                            F069600100019 
           (20130320A)English translation in REFERENCE was added. F069600100020 
           MONITOR record was removed. Data presentation in sub   F069600100021 
           002-005 was changed.                                   F069600100022 
ENDBIB              20          0                                 F069600100023 
NOCOMMON             0          0                                 F069600100024 
ENDSUBENT           23          0                                 F069600199999 
SUBENT        F0696002   20130320                             F050F069600200001 
BIB                  3          3                                 F069600200002 
REACTION   (14-SI-28(HE3,P)15-P-30,PAR,DA)                        F069600200003 
ERR-ANALYS (EN-ERR-DIG) Energy digitizing error                   F069600200004 
STATUS     (CURVE)Fig.2                                           F069600200005 
ENDBIB               3          0                                 F069600200006 
COMMON               3          3                                 F069600200007 
DATA-ERR1  EN-ERR-DIG ERR-DIG                                     F069600200008 
PER-CENT   MEV        MU-B/SR                                     F069600200009 
         9.      0.001       0.13                                 F069600200010 
ENDCOMMON            3          0                                 F069600200011 
DATA                 5        284                                 F069600200012 
E-LVL      ANG        EN         DATA       DATA-ERR2             F069600200013 
         0.       3.56     81.296     16.930     2.0359           F069600400022 
         0.       3.56     92.168     12.015     1.7964           F069600400023 
         0.       3.56     105.88     9.4938     1.7964           F069600400024 
         0.       3.56     117.47     8.1712     1.6766           F069600400025 
         0.       3.56     129.55     15.950     2.1557           F069600400026 
         0.       3.56     149.67     24.803     1.7964           F069600400027 
         0.       3.56     163.62     25.037     1.7964           F069600400028 
         0.       3.56     170.24     22.399     1.7964           F069600400029 
         0.        3.7     16.099     16.650     1.8149           F069600400030 
         0.        3.7     26.663     15.441     2.0569           F069600400031 
         0.        3.7     36.052     16.531     1.8149           F069600400032 
         0.        3.7     47.318     20.645     2.2988           F069600400033 
         0.        3.7     52.482     21.614     1.5729           F069600400034 
         0.        3.7     61.635     27.301     1.6939           F069600400035 
         0.        3.7     71.493     28.149     1.6939           F069600400036 
         0.        3.7     82.292     25.004     1.6939           F069600400037 
         0.        3.7     93.093     17.383     1.6939           F069600400038 
         0.        3.7     97.553     17.262     2.5408           F069600400039 
         0.        3.7     106.71     20.772     1.6939           F069600400040 
         0.        3.7     116.33     27.548     2.0569           F069600400041 
         0.        3.7     131.58     47.634     1.6939           F069600400042 
         0.        3.7     140.26     51.386     2.2988           F069600400043 
         0.        3.7     149.65     56.710     1.5729           F069600400044 
         0.        3.7     160.45     67.479     3.0248           F069600400045 
         0.        3.7     164.90     70.383     1.8149           F069600400046 
         0.        3.7     169.60     72.320     1.8149           F069600400047 
         0.       3.86    0.25133     26.192     1.6843           F069600400048 
         0.       3.86     16.575     27.991     1.6843           F069600400049 
         0.       3.86     26.293     30.755     1.8046           F069600400050 
         0.       3.86     35.773     32.076     1.8046           F069600400051 
         0.       3.86     45.726     31.953     2.1655           F069600400052 
         0.       3.86     52.596     31.109     1.8046           F069600400053 
         0.       3.86     61.127     30.745     1.6843           F069600400054 
         0.       3.86     71.784     25.809     2.0452           F069600400055 
         0.       3.86     92.157     20.510     2.1655           F069600400056 
         0.       3.86     106.62     29.889     1.5640           F069600400057 
         0.       3.86     117.29     36.864     1.9249           F069600400058 
         0.       3.86     126.07     45.283     1.8046           F069600400059 
         0.       3.86     131.29     47.447     1.5640           F069600400060 
         0.       3.86     136.04     57.190     1.6843           F069600400061 
         0.       3.86     140.78     59.956     2.5264           F069600400062 
         0.       3.86     151.46     75.713     1.6843           F069600400063 
         0.       3.86     161.67     91.591     3.3686           F069600400064 
         0.       4.01     11.649     57.607     1.8030           F069600400065 
         0.       4.01     24.024     64.818     1.6828           F069600400066 
         0.       4.01     34.736     74.192     2.8847           F069600400067 
         0.       4.01     43.781     83.567     1.6828           F069600400068 
         0.       4.01     49.969     88.254     2.7645           F069600400069 
         0.       4.01     60.440     90.777     2.7645           F069600400070 
         0.       4.01     70.667     79.117     1.6828           F069600400071 
         0.       4.01     81.369     62.889     2.4039           F069600400072 
         0.       4.01     89.456     55.917     1.6828           F069600400073 
         0.       4.01     95.404     53.392     2.4039           F069600400074 
         0.       4.01     106.35     59.161     1.5626           F069600400075 
         0.       4.01     115.87     60.482     2.5241           F069600400076 
         0.       4.01     131.33     55.072     1.5626           F069600400077 
         0.       4.01     136.33     55.672     1.5626           F069600400078 
         0.       4.01     139.90     51.345     2.2837           F069600400079 
         0.       4.01     150.36     41.127     1.5626           F069600400080 
         0.       4.01     160.12     29.828     2.2837           F069600400081 
         0.       4.01     166.06     27.543     1.5626           F069600400082 
         0.       4.01     169.63     20.692     1.6828           F069600400083 
         0.       4.09     6.2720     38.350     1.7433           F069600400084 
         0.       4.09     16.306     45.197     1.7433           F069600400085 
         0.       4.09     25.388     56.651     1.6187           F069600400086 
         0.       4.09     35.194     79.062     3.1130           F069600400087 
         0.       4.09     44.271     83.793     1.8678           F069600400088 
         0.       4.09     60.987     83.416     4.3582           F069600400089 
         0.       4.09     71.486     70.713     1.7433           F069600400090 
         0.       4.09     81.271     61.746     3.6110           F069600400091 
         0.       4.09     91.051     45.681     1.7433           F069600400092 
         0.       4.09     97.022     47.050     3.2375           F069600400093 
         0.       4.09     106.82     52.154     1.7433           F069600400094 
         0.       4.09     117.09     56.012     1.7433           F069600400095 
         0.       4.09     131.19     71.450     1.7433           F069600400096 
         0.       4.09     136.20     72.943     3.8601           F069600400097 
         0.       4.09     140.27     86.017     1.7433           F069600400098 
         0.       4.09     150.31     95.354     3.9846           F069600400099 
         0.       4.09     158.90     94.730     1.6187           F069600400100 
       1.45        3.7     25.489     9.8879     2.4998           F069600400101 
       1.45        3.7     34.945     8.6383     1.3635           F069600400102 
       1.45        3.7     45.582     14.093     1.5908           F069600400103 
       1.45        3.7     51.018     20.456     1.5908           F069600400104 
       1.45        3.7     62.365     21.024     1.9316           F069600400105 
       1.45        3.7     73.002     25.456     1.9316           F069600400106 
       1.45        3.7     82.457     25.342     1.4771           F069600400107 
       1.45        3.7     90.967     27.729     1.4771           F069600400108 
       1.45        3.7     96.640     29.206     1.9316           F069600400109 
       1.45        3.7     116.97     31.479     1.5908           F069600400110 
       1.45        3.7     131.39     24.434     1.9316           F069600400111 
       1.45        3.7     135.64     26.821     1.7044           F069600400112 
       1.45        3.7     139.66     22.503     1.5908           F069600400113 
       1.45        3.7     150.77     17.276     2.0453           F069600400114 
       1.45        3.7     159.99     12.845     1.5908           F069600400115 
       1.45        3.7     165.43     13.754     1.5908           F069600400116 
       1.45       3.86     16.634     7.5897     1.7878           F069600400117 
       1.45       3.86     26.406     14.262     1.7878           F069600400118 
       1.45       3.86     36.410     20.101     2.9797           F069600400119 
       1.45       3.86     45.014     19.980     1.7878           F069600400120 
       1.45       3.86     52.457     21.886     2.2646           F069600400121 
       1.45       3.86     61.768     34.637     4.1716           F069600400122 
       1.45       3.86     71.769     35.589     1.5494           F069600400123 
       1.45       3.86     91.774     42.856     2.5029           F069600400124 
       1.45       3.86     96.665     53.939     2.5029           F069600400125 
       1.45       3.86     105.97     52.746     1.6686           F069600400126 
       1.45       3.86     115.27     50.241     1.7878           F069600400127 
       1.45       3.86     132.00     39.988     2.3838           F069600400128 
       1.45       3.86     139.67     32.001     2.9797           F069600400129 
       1.45       3.86     149.44     29.496     1.6686           F069600400130 
       1.45       3.86     159.90     19.840     1.6686           F069600400131 
       1.45       4.01     26.241     14.632     1.6898           F069600400132 
       1.45       4.01     36.097     21.272     1.6898           F069600400133 
       1.45       4.01     45.954     23.566     2.2933           F069600400134 
       1.45       4.01     52.526     25.378     1.6898           F069600400135 
       1.45       4.01     62.614     36.362     1.5691           F069600400136 
       1.45       4.01     72.938     45.778     2.4140           F069600400137 
       1.45       4.01     82.794     52.176     1.6898           F069600400138 
       1.45       4.01     92.651     54.833     2.8968           F069600400139 
       1.45       4.01     97.343     60.023     1.6898           F069600400140 
       1.45       4.01     117.06     63.164     1.5691           F069600400141 
       1.45       4.01     132.31     71.735     2.5347           F069600400142 
       1.45       4.01     137.24     77.167     1.5691           F069600400143 
       1.45       4.01     142.17     77.409     1.5691           F069600400144 
       1.45       4.01     150.62     79.462     3.6209           F069600400145 
       1.45       4.01     160.01     82.963     1.6898           F069600400146 
       1.45       4.01     165.40     81.033     1.4484           F069600400147 
       1.45       4.09     26.626     21.740     1.6906           F069600400148 
       1.45       4.09     36.117     24.758     1.6906           F069600400149 
       1.45       4.09     48.931     31.881     2.5359           F069600400150 
       1.45       4.09     72.897     45.404     1.6906           F069600400151 
       1.45       4.09     82.626     50.595     3.2604           F069600400152 
       1.45       4.09     92.592     55.787     1.9321           F069600400153 
       1.45       4.09     97.813     59.168     1.8113           F069600400154 
       1.45       4.09     112.76     71.000     1.8113           F069600400155 
       1.45       4.09     117.98     67.740     2.2943           F069600400156 
       1.45       4.09     127.00     65.324     1.5698           F069600400157 
       1.45       4.09     133.16     63.995     1.6906           F069600400158 
       1.45       4.09     137.20     63.632     1.6906           F069600400159 
       1.45       4.09     142.18     62.787     3.1396           F069600400160 
       1.45       4.09     159.50     67.495     1.5698           F069600400161 
       1.45       4.09     166.38     73.652     4.4679           F069600400162 
ENDDATA            150          0                                 F069600400163 
ENDSUBENT          162          0                                 F069600499999 
SUBENT        F0696005   20130320                             F050F069600500001 
BIB                  3          3                                 F069600500002 
REACTION   (14-SI-28(HE3,P)15-P-30,PAR,DA)                        F069600500003 
ERR-ANALYS (ANG-ERR-D)  Angle digitizing error                    F069600500004 
STATUS     (CURVE)Fig.3                                           F069600500005 
ENDBIB               3          0                                 F069600500006 
COMMON               5          3                                 F069600500007 
E-LVL-MIN  E-LVL-MAX  DATA-ERR1  ANG-ERR-D  ERR-DIG               F069600500008 
MEV        MEV        PER-CENT   ADEG       MU-B/SR               F069600500009 
       0.68       0.71        10.        0.1        0.1           F069600500010 
ENDCOMMON            3          0                                 F069600500011 
DATA                 4         66                                 F069600500012 
EN         ANG-CM     DATA-CM    DATA-ERR2                        F069600500013 
MEV        ADEG       MU-B/SR    MU-B/SR                          F069600500014 
        3.7    0.60146     16.534     1.7140                      F069600500015 
        3.7     15.787     19.849     1.5997                      F069600500016 
        3.7     26.298     25.449     1.9425                      F069600500017 
        3.7     35.644     26.022     1.5997                      F069600500018 
        3.7     46.156     29.222     1.9425                      F069600500019 
        3.7     60.408     30.023     1.8283                      F069600500020 
        3.7     71.858     27.853     1.9425                      F069600500021 
        3.7     81.672     25.455     1.8283                      F069600500022 
        3.7     91.018     23.285     1.4855                      F069600500023 
        3.7     96.858     26.485     2.0568                      F069600500024 
        3.7     106.44     28.085     1.7140                      F069600500025 
        3.7     116.25     27.858     2.1711                      F069600500026 
        3.7     131.21     21.003     2.1711                      F069600500027 
        3.7     135.88     22.946     1.5997                      F069600500028 
        3.7     141.02     25.346     2.0568                      F069600500029 
        3.7     149.66     32.660     1.7140                      F069600500030 
        3.7     160.64     36.661     2.0568                      F069600500031 
        3.7     169.75     42.603     1.5997                      F069600500032 
       3.86     5.9885     14.879     1.7942                      F069600500033 
       3.86     16.481     17.746     2.5119                      F069600500034 
       3.86     34.898     20.252     1.9139                      F069600500035 
       3.86     46.093     25.512     2.5119                      F069600500036 
       3.86     62.889     36.511     1.6746                      F069600500037 
       3.86     71.517     39.858     3.1100                      F069600500038 
       3.86     91.796     39.732     1.7942                      F069600500039 
       3.86     96.921     36.501     2.2727                      F069600500040 
       3.86     106.25     37.096     1.6746                      F069600500041 
       3.86     117.44     42.834     1.7942                      F069600500042 
       3.86     127.70     42.233     2.2727                      F069600500043 
       3.86     130.96     47.136     1.6746                      F069600500044 
       3.86     135.39     44.981     1.5550                      F069600500045 
       3.86     140.76     50.482     2.8708                      F069600500046 
       3.86     151.26     57.297     1.6746                      F069600500047 
       3.86     161.05     61.002     2.6316                      F069600500048 
       3.86     170.84     64.109     1.7942                      F069600500049 
       4.01     6.7305     29.337     3.3566                      F069600500050 
       4.01     14.925     33.178     3.3566                      F069600500051 
       4.01     26.165     35.102     3.1168                      F069600500052 
       4.01     35.062     40.621     3.3566                      F069600500053 
       4.01     45.833     43.025     3.3566                      F069600500054 
       4.01     60.352     45.430     3.5963                      F069600500055 
       4.01     70.419     51.669     3.5963                      F069600500056 
       4.01     81.658     55.751     2.8771                      F069600500057 
       4.01     90.317     66.305     3.3566                      F069600500058 
       4.01     106.46     91.489     4.5554                      F069600500059 
       4.01     117.00     99.886     3.5964                      F069600500060 
       4.01     131.04     115.00     3.3566                      F069600500061 
       4.01     140.87     132.27     4.5554                      F069600500062 
       4.01     151.16     148.57     3.5963                      F069600500063 
       4.01     160.06     163.68     3.5963                      F069600500064 
       4.01     165.90     177.83     5.5144                      F069600500065 
       4.09     6.0541     27.617     1.6797                      F069600500066 
       4.09     16.631     32.775     1.4397                      F069600500067 
       4.09     26.272     47.891     2.0396                      F069600500068 
       4.09     35.676     57.608     1.5597                      F069600500069 
       4.09     46.725     65.525     1.5597                      F069600500070 
       4.09     50.958     72.484     3.1194                      F069600500071 
       4.09     71.640     77.641     3.4793                      F069600500072 
       4.09     81.746     78.479     1.6797                      F069600500073 
       4.09     90.906     65.281     1.5597                      F069600500074 
       4.09     97.485     61.441     3.8392                      F069600500075 
       4.09     117.23     64.319     1.6797                      F069600500076 
       4.09     132.74     68.516     3.3593                      F069600500077 
       4.09     140.97     78.953     1.6797                      F069600500078 
       4.09     161.42     90.349     2.1596                      F069600500079 
       4.09     169.88     94.548     1.4397                      F069600500080 
ENDDATA             68          0                                 F069600500081 
ENDSUBENT           80          0                                 F069600599999 
ENDENTRY             5          0                                 F069699999999 
