ENTRY            F0812   20220427                             F090F0812  0    1 
SUBENT        F0812001   20220427                             F090F0812  1    1 
BIB                  5          9                                 F0812  1    2 
TITLE      Band structure in 180Ta studied with transfer reactionsF0812  1    3 
AUTHOR     (E.Warde,G.J.Costa,D.Magnac,R.Seltz,C.Gerardin,        F0812  1    4 
           M.Buenerd,Ph.Martin,W.Saathoff,C.A.Wiedner)            F0812  1    5 
INSTITUTE  (2FR STR,2FR GRE,2GERMPH)                              F0812  1    6 
REFERENCE  (J,PR/C,27,98,1983)                                    F0812  1    7 
HISTORY    (20070306C)                                            F0812  1    8 
           (20110808U) SD: year in ref. corrected.                F0812  1    9 
           (20220427A) SD: Correction in all Subents. Subent 008  F0812  1   10 
           deleted (info moved to Subent 007).                    F0812  1   11 
ENDBIB               9          0                                 F0812  1   12 
NOCOMMON             0          0                                 F0812  1   13 
ENDSUBENT           12          0                                 F0812  199999 
SUBENT        F0812002   20220427                             F090F0812  2    1 
BIB                  7         13                                 F0812  2    2 
REACTION   (73-TA-181(P,D)73-TA-180,PAR,DA)                       F0812  2    3 
FACILITY   (VDGT,2FR STR)                                         F0812  2    4 
DETECTOR   (PS) Four solid state position sensitive detectors     F0812  2    5 
           of 50 mm length each. The energy calibration of the    F0812  2    6 
           focal plane was achieved through the 13C(p,d)12C       F0812  2    7 
           reaction. The estimated error on the excitation energy F0812  2    8 
           is of the order of 5 keV.                              F0812  2    9 
SAMPLE     The natural tantalum target, 193 mu-g/cm2 thick, was   F0812  2   10 
           obtained by evaporation on a 20 mu-g/cm2 carbon backingF0812  2   11 
ERR-ANALYS (DATA-ERR) No information about source of uncertainty  F0812  2   12 
STATUS     (CURVE) Fig.4 from Phys.Rev.,C27(1983)98               F0812  2   13 
HISTORY    (20220427U) SD: ERR-ANALYS and STATUS updated. The     F0812  2   14 
           accuracy of data presentation has been revised.        F0812  2   15 
ENDBIB              13          0                                 F0812  2   16 
COMMON               4          3                                 F0812  2   17 
REACTION   (72-HF-180(A,T)73-TA-181,PAR,DA)                       F0812  6    3 
FACILITY   (CYCLO,2FR GRE)                                        F0812  6    4 
DETECTOR   (MWPC) The focal plane detector was a 50 cm long       F0812  6    5 
           multiwire proportional ionization chamber with spatial F0812  6    6 
           resolution of 0.4 mm. The energy calibration of the    F0812  6    7 
           spectrograph was obtained through the Zr(a,t)Nb        F0812  6    8 
           reaction.                                              F0812  6    9 
SAMPLE     The 179Hf targets were obtained by evaporation of      F0812  6   10 
           hafnium oxide enriched to 87% with a main contaminationF0812  6   11 
           of 8.55% 180Hf on 20 mu-g/cm2 carbon backing. Targets  F0812  6   12 
           of 211 and 148 mu-g/cm2 were used.                     F0812  6   13 
ERR-ANALYS No information on errors is given.                     F0812  6   14 
STATUS     (TABLE) Tbl.VII, p.108 from Phys.Rev.,C27(1983)98      F0812  6   15 
HISTORY    (20220427A) SD: Several values were moved to           F0812  6   16 
           Subent 005 according to the REACTION code.             F0812  6   17 
ENDBIB              15          0                                 F0812  6   18 
COMMON               2          3                                 F0812  6   19 
EN         EN-RSL                                                 F0812  6   20 
MEV        KEV                                                    F0812  6   21 
 62.2       25.                                                   F0812  6   22 
ENDCOMMON            3          0                                 F0812  6   23 
DATA                 3          3                                 F0812  6   24 
E-LVL      ANG        DATA                                        F0812  6   25 
KEV        ADEG       MU-B/SR                                     F0812  6   26 
 134.       10.        55.                                        F0812  6   27 
 134.       15.        26.                                        F0812  6   28 
 153.       10.        963.                                       F0812  6   29 
ENDDATA              5          0                                 F0812  6   30 
ENDSUBENT           29          0                                 F0812  699999 
SUBENT        F0812007   20220427                             F090F0812  7    1 
BIB                  7         16                                 F0812  7    2 
REACTION   (72-HF-179(HE3,D)73-TA-180,PAR,DA)                     F0812  7    3 
FACILITY   (VDGT,2GERMPH)                                         F0812  7    4 
DETECTOR   (TELES,PROPC)The focal plane detector of 1.40 m length F0812  7    5 
           is a position sensitive telescope of three resistive   F0812  7    6 
           wire proportional counters. Elastically scattered 3He  F0812  7    7 
           particles were used both for energy calibration and    F0812  7    8 
           nonlinearity corrections of the counter. Depending on  F0812  7    9 
           the target the overall resolution was 20 to 40 keV     F0812  7   10 
           FWHM.                                                  F0812  7   11 
SAMPLE     The 179Hf targets were obtained by evaporation of      F0812  7   12 
           hafnium oxide enriched to 87% with a main contaminationF0812  7   13 
           of 8.55% 180Hf on 20 mu-g/cm2 carbon backing. Targets  F0812  7   14 
           of 211 and 148 mu-g/cm2 were used.                     F0812  7   15 
ERR-ANALYS No information on errors is given.                     F0812  7   16 
STATUS     (TABLE) Tbl.VII, p.109 from Phys.Rev.,C27(1983)98      F0812  7   17 
HISTORY    (20220427A) SD: Several values were moved to           F0812  7   18 
ENDBIB              16          0                                 F0812  7   19 
COMMON               1          3                                 F0812  7   20 
EN                                                                F0812  7   21 
MEV                                                               F0812  7   22 
 36.                                                              F0812  7   23 
ENDCOMMON            3          0                                 F0812  7   24 
DATA                 3         10                                 F0812  7   25 
E-LVL      ANG        DATA                                        F0812  7   26 
KEV        ADEG       MU-B/SR                                     F0812  7   27 
        85.       22.5         6.                                 F0812  7   28 
       181.        15.         5.                                 F0812  7   29 
       181.        35.         6.                                 F0812  7   30 
       296.        15.        20.                                 F0812  7   31 
       296.        35.        15.                                 F0812  7   32 
       361.        15.        42.                                 F0812  7   33 
       361.        35.        40.                                 F0812  7   34 
       426.        15.         3.                                 F0812  7   35 
       563.        15.        45.                                 F0812  7   36 
       563.        35.        42.                                 F0812  7   37 
ENDDATA             12          0                                 F0812  7   38 
ENDSUBENT           37          0                                 F0812  799999 
NOSUBENT      F0812008   20220427                             F090F0812  8    1 
ENDENTRY             8          0                                 F081299999999 
