ENTRY            10104   20000202                             00001010400000001 
SUBENT        10104001   20000202                             00001010400100001 
BIB                 13         30                                 1010400100002 
INSTITUTE  (1USAORL)                                              1010400100003 
REFERENCE  (R,ORNL-4518,197008)                                   1010400100004 
AUTHOR     (F.G.PEREY,W.E.KINNEY)                                 1010400100005 
TITLE      Neutron elastic- and inelastic- scattering cross       1010400100006 
            sections for Na in the range of 5.4 to 8.5 MeV        1010400100007 
FACILITY   (VDG,1USAORL) ORNL Van de Graaff, pulsed at 2 mhz and  1010400100008 
            bunched.                                              1010400100009 
INC-SOURCE (D-D) D(d,n) reaction using gas cells ranging in length1010400100010 
            from 0.7 to 4.0 cm. Neutron energy resolution between 1010400100011 
            40 to 170 keV.                                        1010400100012 
SAMPLE     Solid right circular cylinder 2.5 cm diameter,         1010400100013 
            2.54 cm high placed 10 to 30 cm from gas cell.        1010400100014 
METHOD     (TOF) Time-of-flight. 2.5 nanosec resolution (FWHM).   1010400100015 
DETECTOR   (SCIN)  12.5 cm diameter NE213 liquid scintillator     1010400100016 
            viewed by XP-1040 photomultipliers.  Flight paths of  1010400100017 
            4 to 6 meters employed.                               1010400100018 
MONITOR    (1-H-1(N,EL)1-H-1,,DA) Detector efficiency determined  1010400100019 
            relative to n-p cross section.                        1010400100020 
CORRECTION  Corrected for multiple scattering and other finite    1010400100021 
            sample size effects.                                  1010400100022 
STATUS     (APRVD) Approved by authors.                           1010400100023 
           Data rec'd in private comm., Kinney, July 1972.        1010400100024 
HISTORY    (19720712R)                                            1010400100025 
           (19750407A) ISO-QUANT CORRECTED FOR SUBENTRIES 53-67.  1010400100026 
           (19760206U) SECONDARY REFERENCE CORRECTED              1010400100027 
           (19820511A) CONVERTED TO REACTION FORMALISM            1010400100028 
           (19820511A) CONVERTED TO REACTION FORMALISM.           1010400100029 
           (19840418A) BIB CORRECTIONS.                           1010400100030 
           (20000202A) Converted to new date format, lower case.  1010400100031 
                       BIB corrections.                           1010400100032 
ENDBIB              30          0                                 1010400100033 
NOCOMMON             0          0                                 1010400100034 
ENDSUBENT           33          0                                 1010400199999 
SUBENT        10104002   20000202                             00001010400200001 
BIB                  3         11                                 1010400200002 
REACTION   (11-NA-23(N,EL)11-NA-23,,DA)                           1010400200003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1010400200004 
            . geometric parameters,                               1010400200005 
            . finite size corrections,                            1010400200006 
            . statistics,                                         1010400200007 
            . residual background effects due to peak stripping   1010400200008 
              procedures.                                         1010400200009 
            Does not include absolute error of + or - 7%,         1010400200010 
             estimated error in the absolute value of the         1010400200011 
             detector efficiency.                                 1010400200012 
HISTORY    (19820511A) SUBENTRIES 2,9,21,37 COMBINED.             1010400200013 
ENDBIB              11          0                                 1010400200014 
NOCOMMON             0          0                                 1010400200015 
DATA                 6         94                                 1010400200016 
EN         EN-RSL-HW  ANG-CM     DATA       +DATA-ERR  -DATA-ERR  1010400200017 
  6.37     0.13         49.46         23.75    11.1       16.0    1010400700034 
  6.37     0.13         55.17         19.77     7.9       15.1    1010400700035 
  6.37     0.13         60.86         18.50     5.6        9.3    1010400700036 
  6.37     0.13         64.98         18.16     7.7       10.9    1010400700037 
  6.37     0.13         70.60         17.57     5.6       10.8    1010400700038 
  6.37     0.13         76.21         18.83     5.6        6.9    1010400700039 
  6.37     0.13         80.29         17.21     7.3        8.7    1010400700040 
  6.37     0.13         85.83         16.66     5.3        9.2    1010400700041 
  6.37     0.13         91.36         16.89     6.0       10.4    1010400700042 
  6.37     0.13         95.37         15.90     5.5        9.7    1010400700043 
  6.37     0.13        100.83         15.34     5.7        8.8    1010400700044 
  6.37     0.13        105.29         16.95     6.3        7.4    1010400700045 
  6.37     0.13        106.28         17.14     6.4        9.4    1010400700046 
  6.37     0.13        110.70         19.34     5.5        9.0    1010400700047 
  6.37     0.13        116.08         21.57     5.2        9.1    1010400700048 
  6.37     0.13        122.40         17.62     9.0        9.0    1010400700049 
  6.37     0.13        129.60         17.86     9.0        9.0    1010400700050 
  6.37     0.13        136.90         21.01     9.0        9.0    1010400700051 
  7.60     0.10         55.01          8.91     7.2        8.2    1010400700052 
  7.60     0.10         60.68          9.12     7.0       10.4    1010400700053 
  7.60     0.10         64.79          9.31     5.8       10.3    1010400700054 
  7.60     0.10         70.42          9.23     8.6        9.1    1010400700055 
  7.60     0.10         76.01         10.05     6.6        7.6    1010400700056 
  7.60     0.10         80.07          9.00     7.2        8.3    1010400700057 
  7.60     0.10         85.12          8.63    10.7       11.0    1010400700058 
  7.60     0.10         85.62          9.04     6.7        7.2    1010400700059 
  7.60     0.10         90.65          8.11     7.6        9.2    1010400700060 
  7.60     0.10         91.14          9.37     8.2        8.2    1010400700061 
  7.60     0.10         96.15          9.01     5.7        9.9    1010400700062 
  7.60     0.10         98.15          8.42     7.1        8.7    1010400700063 
  7.60     0.10        103.59          8.34     7.2        8.7    1010400700064 
  7.60     0.10        109.03          8.35     7.8       10.9    1010400700065 
  7.60     0.10        122.20         11.24    13.0       13.0    1010400700066 
  7.60     0.10        129.50         12.59    13.0       13.0    1010400700067 
  7.60     0.10        136.70         12.40    13.0       13.0    1010400700068 
ENDDATA             48          0                                 1010400700069 
ENDSUBENT           68          0                                 1010400799999 
SUBENT        10104008   20000202                             00001010400800001 
BIB                  3         11                                 1010400800002 
REACTION   (11-NA-23(N,INL)11-NA-23,PAR,DA)                       1010400800003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1010400800004 
            . geometric parameters,                               1010400800005 
            . finite size corrections,                            1010400800006 
            . statistics,                                         1010400800007 
            . residual background effects due to peak stripping   1010400800008 
              procedures.                                         1010400800009 
            Does not include absolute error of + or - 7%,         1010400800010 
             estimated error in the absolute value of the         1010400800011 
             detector efficiency.                                 1010400800012 
HISTORY    (19820511A) SUBENTRIES 8,17,29,44 COMBINED.            1010400800013 
ENDBIB              11          0                                 1010400800014 
COMMON               3          3                                 1010400800015 
E-LVL      E-LVL      E-LVL                                       1010400800016 
MEV        MEV        MEV                                         1010400800017 
  3.680      3.850      3.920                                     1010400800018 
ENDCOMMON            3          0                                 1010400800019 
DATA                 6         65                                 1010400800020 
EN         EN-RSL-HW  ANG-CM     DATA       +DATA-ERR  -DATA-ERR  1010400800021 
MEV        MEV        ADEG       MB/SR      PER-CENT   PER-CENT   1010400800022 
  5.44     0.17         34.56         17.84    13.7       13.2    1010400800023 
  5.44     0.17         40.44         15.56    13.1       14.9    1010400800024 
  5.44     0.17         46.34         16.00    14.3       21.6    1010400800025 
  5.44     0.17         66.74         21.01    11.4       17.5    1010400800026 
  5.44     0.17         72.61         19.49    12.6       20.4    1010400800027 
  5.44     0.17         76.64         13.33    12.7       16.4    1010400800028 
  5.44     0.17         82.23         13.22    12.5       15.2    1010400800029 
  5.44     0.17         87.81         12.22    12.7       16.7    1010400800030 
  5.44     0.17         92.87         12.86    16.0       16.0    1010400800031 
  5.44     0.17        103.81         12.46    15.2       18.5    1010400800032 
  5.44     0.17        106.72         13.13    13.9       17.6    1010400800033 
  5.44     0.17        112.11         11.92    14.8       17.0    1010400800034 
  5.44     0.17        117.42         14.82    15.0       18.0    1010400800035 
  6.37     0.13         39.98         11.45    11.8        9.2    1010400800036 
  6.37     0.13         50.00         17.77     8.3       13.2    1010400800037 
  6.37     0.13         61.48         16.46     7.0       16.6    1010400800038 
  6.37     0.13         65.63         10.99    10.1       12.7    1010400800039 
  6.37     0.13         71.28         12.86     7.7       12.9    1010400800040 
  6.37     0.13         76.94         12.46    10.1       12.7    1010400800041 
  6.37     0.13         81.02         11.74     8.0        9.8    1010400800042 
  6.37     0.13         86.53         13.37     6.8        9.7    1010400800043 
  6.37     0.13         92.10         12.54     7.5       11.9    1010400800044 
  6.37     0.13         96.11         13.02     9.1       11.3    1010400800045 
  6.37     0.13        101.56         13.37     6.8        8.8    1010400800046 
  6.37     0.13        106.00         14.39     7.6        9.9    1010400800047 
  6.37     0.13        106.99         13.06     8.0       10.3    1010400800048 
  6.37     0.13        111.38         15.82     7.2       11.6    1010400800049 
  6.37     0.13        116.76         15.88     7.6       10.0    1010400800050 
  6.37     0.13        123.03         14.43     8.4        9.1    1010400800051 
  6.37     0.13        130.23         13.14     9.5        7.8    1010400800052 
  6.37     0.13        137.39         14.00     8.5        8.0    1010400800053 
  7.60     0.10         33.93          8.44    12.0        9.6    1010400800054 
  7.60     0.10         34.98          8.11     8.9       19.2    1010400800055 
  7.60     0.10         55.37          8.71     6.9       10.2    1010400800056 
  7.60     0.10         61.07          7.75     9.1       11.0    1010400800057 
  7.60     0.10         65.21          8.05     6.3        8.0    1010400800058 
  7.60     0.10         70.84          7.17     8.5        8.0    1010400800059 
  7.60     0.10         76.46          7.19     6.0        7.9    1010400800060 
  7.60     0.10         80.52          7.42     7.1        9.1    1010400800061 
  7.60     0.10         85.60          6.38     8.3        9.4    1010400800062 
  7.60     0.10         86.07          6.32     7.4       11.1    1010400800063 
  7.60     0.10         91.11          5.93     8.2       10.3    1010400800064 
  7.60     0.10         91.60          6.47     7.5        9.3    1010400800065 
  7.60     0.10         96.62          6.33     7.6       10.8    1010400800066 
  7.60     0.10         98.61          6.10     7.9        7.9    1010400800067 
  7.60     0.10        104.05          5.86     6.8        9.8    1010400800068 
  7.60     0.10        109.48          6.41     7.6       12.0    1010400800069 
  7.60     0.10        122.67          7.58     9.7       11.8    1010400800070 
  7.60     0.10        129.90          8.07     8.6       11.3    1010400800071 
  7.60     0.10        137.10          8.73     9.5        9.2    1010400800072 
  8.52     0.08         29.59          7.92    14.2       17.4    1010400800073 
  8.52     0.08         44.28          8.48    13.1       23.0    1010400800074 
  8.52     0.08         55.73          6.07    14.7       22.4    1010400800075 
  8.52     0.08         59.86          6.60     7.5       13.5    1010400800076 
  8.52     0.08         65.53          5.95    12.5       13.0    1010400800077 
  8.52     0.08         71.18          6.22     8.1       15.0    1010400800078 
  8.52     0.08         75.26          6.47     9.3       14.0    1010400800079 
  8.52     0.08         80.83          6.44    10.2       10.1    1010400800080 
  8.52     0.08         86.39          7.03     8.0       12.4    1010400800081 
  8.52     0.08         90.41          6.57     6.4        9.6    1010400800082 
  8.52     0.08         95.91          5.97     6.5       10.3    1010400800083 
  8.52     0.08        101.38          6.63     7.6       14.7    1010400800084 
  8.52     0.08        122.46          6.10    14.5       11.5    1010400800085 
  8.52     0.08        129.71          6.15     9.7       13.5    1010400800086 
  8.52     0.08        136.93          6.42     9.5       11.1    1010400800087 
ENDDATA             67          0                                 1010400800088 
ENDSUBENT           87          0                                 1010400899999 
NOSUBENT      10104009   20000202                             00001010400900001 
NOSUBENT      10104010   20000202                             00001010401000001 
NOSUBENT      10104011   20000202                             00001010401100001 
SUBENT        10104012   20000202                             00001010401200001 
BIB                  3         11                                 1010401200002 
REACTION   (11-NA-23(N,INL)11-NA-23,PAR,DA)                       1010401200003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1010401200004 
            . geometric parameters,                               1010401200005 
            . finite size corrections,                            1010401200006 
            . statistics,                                         1010401200007 
            . residual background effects due to peak stripping   1010401200008 
              procedures.                                         1010401200009 
            Does not include absolute error of + or - 7%,         1010401200010 
             estimated error in the absolute value of the         1010401200011 
             detector efficiency.                                 1010401200012 
HISTORY    (19820511A) SUBENTRIES 12,24,40 COMBINED.              1010401200013 
ENDBIB              11          0                                 1010401200014 
COMMON               1          3                                 1010401200015 
E-LVL                                                             1010401200016 
MEV                                                               1010401200017 
  2.390                                                           1010401200018 
ENDCOMMON            3          0                                 1010401200019 
DATA                 6         12                                 1010401200020 
EN         EN-RSL-HW  ANG-CM     DATA       +DATA-ERR  -DATA-ERR  1010401200021 
MEV        MEV        ADEG       MB/SR      PER-CENT   PER-CENT   1010401200022 
  6.37     0.13        122.27          2.90    14.0       13.8    1010401200023 
  6.37     0.13        129.55          2.80    15.2       14.6    1010401200024 
  6.37     0.13        136.77          2.65    24.1       17.0    1010401200025 
  7.60     0.10        122.15          2.15    16.4       21.9    1010401200026 
  7.60     0.10        129.43          3.26    14.1       13.8    1010401200027 
  7.60     0.10        136.67          3.05     9.9       19.0    1010401200028 
  8.52     0.08         89.96          1.27    21.7       20.4    1010401200029 
  8.52     0.08         95.45          1.11    21.7       21.4    1010401200030 
  8.52     0.08        100.93          1.18    18.8       19.0    1010401200031 
  8.52     0.08        122.07          1.66    19.6       22.8    1010401200032 
  8.52     0.08        129.36          1.43    19.3       21.3    1010401200033 
  8.52     0.08        136.61          1.18    22.3       22.4    1010401200034 
ENDDATA             14          0                                 1010401200035 
ENDSUBENT           34          0                                 1010401299999 
NOSUBENT      10104013   20000202                             00001010401300001 
SUBENT        10104014   20000202                             00001010401400001 
BIB                  3         11                                 1010401400002 
REACTION   (11-NA-23(N,INL)11-NA-23,PAR,DA)                       1010401400003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1010401400004 
            . geometric parameters,                               1010401400005 
            . finite size corrections,                            1010401400006 
            . statistics,                                         1010401400007 
            . residual background effects due to peak stripping   1010401400008 
              procedures.                                         1010401400009 
            Does not include absolute error of + or - 7%,         1010401400010 
             estimated error in the absolute value of the         1010401400011 
             detector efficiency.                                 1010401400012 
HISTORY    (19820511A) SUBENTRIES 14,26,41 COMBINED.              1010401400013 
ENDBIB              11          0                                 1010401400014 
COMMON               2          3                                 1010401400015 
E-LVL      E-LVL                                                  1010401400016 
MEV        MEV                                                    1010401400017 
  2.640      2.710                                                1010401400018 
ENDCOMMON            3          0                                 1010401400019 
DATA                 6         12                                 1010401400020 
EN         EN-RSL     ANG-CM     DATA       +DATA-ERR  -DATA-ERR  1010401400021 
MEV        MEV        ADEG       MB/SR      PER-CENT   PER-CENT   1010401400022 
  6.37     0.13        122.39          8.22     7.4        8.5    1010401400023 
  6.37     0.13        129.65          8.96     7.2        8.5    1010401400024 
  6.37     0.13        136.87          9.75     6.7        9.0    1010401400025 
  7.60     0.10        122.24          4.56    10.4       11.7    1010401400026 
  7.60     0.10        129.51          4.27    10.2       10.3    1010401400027 
  7.60     0.10        136.74          4.85     9.9       11.0    1010401400028 
  8.52     0.08         90.04          4.06    12.6       11.6    1010401400029 
  8.52     0.08         95.54          4.22    14.0       10.1    1010401400030 
  8.52     0.08        101.02          4.84     9.9       11.8    1010401400031 
  8.52     0.08        122.14          2.85    12.3       12.8    1010401400032 
  8.52     0.08        129.43          2.53    14.8       13.2    1010401400033 
  8.52     0.08        136.66          2.15    13.5       12.7    1010401400034 
ENDDATA             14          0                                 1010401400035 
ENDSUBENT           34          0                                 1010401499999 
SUBENT        10104015   20000202                             00001010401500001 
BIB                  3         11                                 1010401500002 
REACTION   (11-NA-23(N,INL)11-NA-23,PAR,DA)                       1010401500003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1010401500004 
            . geometric parameters,                               1010401500005 
            . finite size corrections,                            1010401500006 
            . statistics,                                         1010401500007 
            . residual background effects due to peak stripping   1010401500008 
              procedures.                                         1010401500009 
            Does not include absolute error of + or - 7%,         1010401500010 
             estimated error in the absolute value of the         1010401500011 
             detector efficiency.                                 1010401500012 
HISTORY    (19820511A) SUBENTRIES 15,27,42 COMBINED.              1010401500013 
ENDBIB              11          0                                 1010401500014 
COMMON               1          3                                 1010401500015 
E-LVL                                                             1010401500016 
MEV                                                               1010401500017 
  2.980                                                           1010401500018 
ENDCOMMON            3          0                                 1010401500019 
DATA                 6         12                                 1010401500020 
EN         EN-RSL-HW  ANG-CM     DATA       +DATA-ERR  -DATA-ERR  1010401500021 
MEV        MEV        ADEG       MB/SR      PER-CENT   PER-CENT   1010401500022 
  6.37     0.13        122.52          6.50     7.6        9.0    1010401500023 
  6.37     0.13        129.77          6.10     8.9        9.0    1010401500024 
  6.37     0.13        136.98          6.61     8.1        8.8    1010401500025 
  7.60     0.10        122.33          4.53     9.9       10.8    1010401500026 
  7.60     0.10        129.59          5.06    10.3        9.8    1010401500027 
  7.60     0.10        136.82          4.50    11.1       10.0    1010401500028 
  8.52     0.08         90.13          2.38    14.6       17.6    1010401500029 
  8.52     0.08         95.64          2.71    14.7       17.6    1010401500030 
  8.52     0.08        101.11          2.45    14.3       15.6    1010401500031 
  8.52     0.08        122.21          3.83    11.3       10.9    1010401500032 
  8.52     0.08        129.48          3.33    10.7       10.4    1010401500033 
  8.52     0.08        136.72          3.50     9.6        9.4    1010401500034 
ENDDATA             14          0                                 1010401500035 
ENDSUBENT           34          0                                 1010401599999 
SUBENT        10104016   20000202                             00001010401600001 
BIB                  3         11                                 1010401600002 
REACTION   (11-NA-23(N,INL)11-NA-23,PAR,DA)                       1010401600003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1010401600004 
            . geometric parameters,                               1010401600005 
            . finite size corrections,                            1010401600006 
            . statistics,                                         1010401600007 
            . residual background effects due to peak stripping   1010401600008 
              procedures.                                         1010401600009 
            Does not include absolute error of + or - 7%,         1010401600010 
             estimated error in the absolute value of the         1010401600011 
             detector efficiency.                                 1010401600012 
HISTORY    (19820511A) SUBENTRIES 16,28,43 COMBINED.              1010401600013 
ENDBIB              11          0                                 1010401600014 
COMMON               1          3                                 1010401600015 
E-LVL                                                             1010401600016 
MEV                                                               1010401600017 
  3.680                                                           1010401600018 
ENDCOMMON            3          0                                 1010401600019 
DATA                 6          9                                 1010401600020 
EN         EN-RSL-HW  ANG-CM     DATA       +DATA-ERR  -DATA-ERR  1010401600021 
MEV        MEV        ADEG       MB/SR      PER-CENT   PER-CENT   1010401600022 
  6.37     0.13        122.90          4.08    11.4       11.8    1010401600023 
  6.37     0.13        130.14          4.39    15.1       10.5    1010401600024 
  6.37     0.13        137.31          4.53    15.6       12.5    1010401600025 
  7.60     0.10        122.60          2.43    12.6       23.4    1010401600026 
  7.60     0.10        129.84          2.15    18.1       16.9    1010401600027 
  7.60     0.10        137.05          3.15    14.7       13.7    1010401600028 
  8.52     0.08        122.40          1.92    25.7       17.8    1010401600029 
  8.52     0.08        129.66          2.04    17.9       19.8    1010401600030 
  8.52     0.08        136.89          2.03    20.6       15.1    1010401600031 
ENDDATA             11          0                                 1010401600032 
ENDSUBENT           31          0                                 1010401699999 
NOSUBENT      10104017   20000202                             00001010401700001 
SUBENT        10104018   20000202                             00001010401800001 
BIB                  3         11                                 1010401800002 
REACTION   (11-NA-23(N,INL)11-NA-23,PAR,DA)                       1010401800003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1010401800004 
            . geometric parameters,                               1010401800005 
            . finite size corrections,                            1010401800006 
            . statistics,                                         1010401800007 
            . residual background effects due to peak stripping   1010401800008 
              procedures.                                         1010401800009 
            Does not include absolute error of + or - 7%,         1010401800010 
             estimated error in the absolute value of the         1010401800011 
             detector efficiency.                                 1010401800012 
HISTORY    (19820511A) SUBENTRIES 18,30,45 COMBINED.              1010401800013 
ENDBIB              11          0                                 1010401800014 
COMMON               2          3                                 1010401800015 
E-LVL      E-LVL                                                  1010401800016 
MEV        MEV                                                    1010401800017 
  3.850      3.920                                                1010401800018 
ENDCOMMON            3          0                                 1010401800019 
DATA                 6          9                                 1010401800020 
EN         EN-RSL-HW  ANG-CM     DATA       +DATA-ERR  -DATA-ERR  1010401800021 
MEV        MEV        ADEG       MB/SR      PER-CENT   PER-CENT   1010401800022 
  6.37     0.13        123.08         10.61     8.6        8.5    1010401800023 
  6.37     0.13        130.29          8.06    10.1        8.8    1010401800024 
  6.37     0.13        137.44          9.21     9.6        9.0    1010401800025 
  7.60     0.10        122.70          5.40     9.1       10.1    1010401800026 
  7.60     0.10        129.93          5.61     9.7       12.4    1010401800027 
  7.60     0.10        137.12          5.49     8.7        8.9    1010401800028 
  8.52     0.08        122.48          4.44    10.0        9.8    1010401800029 
  8.52     0.08        129.74          3.98    12.1       10.9    1010401800030 
  8.52     0.08        136.95          4.43     9.2        9.2    1010401800031 
ENDDATA             11          0                                 1010401800032 
ENDSUBENT           31          0                                 1010401899999 
SUBENT        10104019   20000202                             00001010401900001 
BIB                  3         11                                 1010401900002 
REACTION   (11-NA-23(N,INL)11-NA-23,PAR,DA)                       1010401900003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1010401900004 
            . geometric parameters,                               1010401900005 
            . finite size corrections,                            1010401900006 
            . statistics,                                         1010401900007 
            . residual background effects due to peak stripping   1010401900008 
              procedures.                                         1010401900009 
            Does not include absolute error of + or - 7%,         1010401900010 
             estimated error in the absolute value of the         1010401900011 
             detector efficiency.                                 1010401900012 
HISTORY    (19820511A) SUBENTRIES 19,31,46 COMBINED.              1010401900013 
ENDBIB              11          0                                 1010401900014 
COMMON               1          3                                 1010401900015 
E-LVL                                                             1010401900016 
MEV                                                               1010401900017 
  4.430                                                           1010401900018 
ENDCOMMON            3          0                                 1010401900019 
DATA                 6         28                                 1010401900020 
EN         EN-RSL-HW  ANG-CM     DATA       +DATA-ERR  -DATA-ERR  1010401900021 
MEV        MEV        ADEG       MB/SR      PER-CENT   PER-CENT   1010401900022 
  6.37     0.13         66.15          5.16    17.1       21.9    1010401900023 
  6.37     0.13         77.53          2.88    27.6       23.9    1010401900024 
  6.37     0.13         81.59          2.74    17.9       25.2    1010401900025 
  6.37     0.13         92.74          3.10    14.3       28.5    1010401900026 
  6.37     0.13        123.62          2.05    38.4       25.3    1010401900027 
  6.37     0.13        130.77          1.60    32.8       22.4    1010401900028 
  6.37     0.13        137.89          1.48    28.6       26.0    1010401900029 
  7.60     0.10         65.54          1.29    29.1       16.2    1010401900030 
  7.60     0.10         71.17          1.33    21.5       23.4    1010401900031 
  7.60     0.10         76.81          1.38    23.7       12.3    1010401900032 
  7.60     0.10         80.88          1.48    17.0       18.5    1010401900033 
  7.60     0.10         85.96          1.38    16.0       18.9    1010401900034 
  7.60     0.10         86.42          1.49    14.0       10.8    1010401900035 
  7.60     0.10         91.50          1.16    17.0       19.3    1010401900036 
  7.60     0.10         91.97          1.26    19.9       16.9    1010401900037 
  7.60     0.10         96.98          1.69    12.8       20.8    1010401900038 
  7.60     0.10         98.97          1.71    12.8       14.5    1010401900039 
  7.60     0.10        104.43          1.49    11.4       23.6    1010401900040 
  7.60     0.10        109.86          1.74    15.7       21.6    1010401900041 
  7.60     0.10        122.99          2.15    15.8       18.6    1010401900042 
  7.60     0.10        130.21          1.78    19.1       21.9    1010401900043 
  7.60     0.10        137.36          1.78    18.5       18.6    1010401900044 
  8.52     0.08         90.69          1.63    11.2       21.0    1010401900045 
  8.52     0.08         96.18          1.46    18.0       24.0    1010401900046 
  8.52     0.08        101.64          1.58    16.8       28.7    1010401900047 
  8.52     0.08        122.68          1.03    31.2       26.0    1010401900048 
  8.52     0.08        129.93          1.35    20.6       17.6    1010401900049 
  8.52     0.08        137.11          0.76    59.5       27.8    1010401900050 
ENDDATA             30          0                                 1010401900051 
ENDSUBENT           50          0                                 1010401999999 
SUBENT        10104020   20000202                             00001010402000001 
BIB                  3         11                                 1010402000002 
REACTION   (11-NA-23(N,INL)11-NA-23,PAR,DA)                       1010402000003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1010402000004 
            . geometric parameters,                               1010402000005 
            . finite size corrections,                            1010402000006 
            . statistics,                                         1010402000007 
            . residual background effects due to peak stripping   1010402000008 
              procedures.                                         1010402000009 
            Does not include absolute error of + or - 7%,         1010402000010 
             estimated error in the absolute value of the         1010402000011 
             detector efficiency.                                 1010402000012 
HISTORY    (19820511A) SUBENTRIES 20,32,47 COMBINED.              1010402000013 
ENDBIB              11          0                                 1010402000014 
COMMON               1          3                                 1010402000015 
E-LVL                                                             1010402000016 
MEV                                                               1010402000017 
  4.770                                                           1010402000018 
ENDCOMMON            3          0                                 1010402000019 
DATA                 6         28                                 1010402000020 
EN         EN-RSL-HW  ANG-CM     DATA       +DATA-ERR  -DATA-ERR  1010402000021 
MEV        MEV        ADEG       MB/SR      PER-CENT   PER-CENT   1010402000022 
  6.37     0.13         66.72          6.41    21.6       18.9    1010402000023 
  6.37     0.13         78.09          5.28    16.9       18.9    1010402000024 
  6.37     0.13         82.20          6.83    14.8       19.1    1010402000025 
  6.37     0.13         93.33          6.37    15.5       17.1    1010402000026 
  6.37     0.13        124.04          4.94    21.2       20.7    1010402000027 
  6.37     0.13        131.23          4.56    24.8       23.4    1010402000028 
  6.37     0.13        138.29          5.25    25.7       27.6    1010402000029 
  7.60     0.10         65.77          4.88    16.9        8.6    1010402000030 
  7.60     0.10         71.45          4.91    11.1       10.5    1010402000031 
  7.60     0.10         77.09          5.65     7.9        8.6    1010402000032 
  7.60     0.10         81.14          4.71    12.7       10.5    1010402000033 
  7.60     0.10         86.26          5.75    10.9       11.8    1010402000034 
  7.60     0.10         86.72          5.73     9.4        8.8    1010402000035 
  7.60     0.10         91.79          5.64     7.9       10.4    1010402000036 
  7.60     0.10         92.24          5.24     9.9        9.6    1010402000037 
  7.60     0.10         97.28          4.98    15.0       10.1    1010402000038 
  7.60     0.10         99.29          4.79    14.0        7.7    1010402000039 
  7.60     0.10        104.72          5.04     8.9       13.2    1010402000040 
  7.60     0.10        110.13          4.65    10.9       11.9    1010402000041 
  7.60     0.10        123.26          4.16    16.0       14.1    1010402000042 
  7.60     0.10        130.43          3.77    11.4       14.1    1010402000043 
  7.60     0.10        137.56          3.40    13.2       12.4    1010402000044 
  8.52     0.08         90.90          3.60    10.5       13.2    1010402000045 
  8.52     0.08         96.40          3.18    10.9       16.5    1010402000046 
  8.52     0.08        101.86          2.86    15.4       25.7    1010402000047 
  8.52     0.08        122.84          2.38    15.4       19.7    1010402000048 
  8.52     0.08        130.07          2.13    15.6       15.5    1010402000049 
  8.52     0.08        137.25          1.84    18.3       17.2    1010402000050 
ENDDATA             30          0                                 1010402000051 
ENDSUBENT           50          0                                 1010402099999 
NOSUBENT      10104021   20000202                             00001010402100001 
NOSUBENT      10104022   20000202                             00001010402200001 
NOSUBENT      10104023   20000202                             00001010402300001 
NOSUBENT      10104024   20000202                             00001010402400001 
NOSUBENT      10104025   20000202                             00001010402500001 
NOSUBENT      10104026   20000202                             00001010402600001 
NOSUBENT      10104027   20000202                             00001010402700001 
NOSUBENT      10104028   20000202                             00001010402800001 
NOSUBENT      10104029   20000202                             00001010402900001 
NOSUBENT      10104030   20000202                             00001010403000001 
NOSUBENT      10104031   20000202                             00001010403100001 
NOSUBENT      10104032   20000202                             00001010403200001 
SUBENT        10104033   20000202                             00001010403300001 
BIB                  3         11                                 1010403300002 
REACTION   (11-NA-23(N,INL)11-NA-23,PAR,DA)                       1010403300003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1010403300004 
            . geometric parameters,                               1010403300005 
            . finite size corrections,                            1010403300006 
            . statistics,                                         1010403300007 
            . residual background effects due to peak stripping   1010403300008 
              procedures.                                         1010403300009 
            Does not include absolute error of + or - 7%,         1010403300010 
             estimated error in the absolute value of the         1010403300011 
             detector efficiency.                                 1010403300012 
HISTORY    (19820511A) SUBENTRIES 33,48 COMBINED.                 1010403300013 
ENDBIB              11          0                                 1010403300014 
COMMON               1          3                                 1010403300015 
E-LVL                                                             1010403300016 
MEV                                                               1010403300017 
  5.380                                                           1010403300018 
ENDCOMMON            3          0                                 1010403300019 
DATA                 6          6                                 1010403300020 
EN         EN-RSL-HW  ANG-CM     DATA       +DATA-ERR  -DATA-ERR  1010403300021 
MEV        MEV        ADEG       MB/SR      PER-CENT   PER-CENT   1010403300022 
  7.60     0.10        123.81          2.76    20.0       18.3    1010403300023 
  7.60     0.10        130.95          2.84    23.5       26.6    1010403300024 
  7.60     0.10        138.05          2.57    20.7       20.9    1010403300025 
  8.52     0.08        123.20          3.12    12.8       14.1    1010403300026 
  8.52     0.08        130.39          3.03    11.8       15.3    1010403300027 
  8.52     0.08        137.53          2.48    15.4       13.2    1010403300028 
ENDDATA              8          0                                 1010403300029 
