ENTRY            13740   20000328                             00001374000000001 
SUBENT        13740001   20000328                             00001374000100001 
BIB                 13         32                                 1374000100002 
INSTITUTE  (1USALAS,1USAOHO,2AUSIRK)                              1374000100003 
REFERENCE  (J,PR/C,60,064609,1999)                                1374000100004 
AUTHOR     (F.B.BATEMAN,R.C.HAIGHT,M.B.CHADWICK,S.M.STERBENZ,     1374000100005 
           S.M.GRIMES,H.VONACH)                                   1374000100006 
TITLE      Light charged-particle production from neutron         1374000100007 
            bombardment of silicon up to 60 MeV: Role of level    1374000100008 
            densities and isospin                                 1374000100009 
FACILITY   (MESON,1USALAS) WNR at LANSCE.                         1374000100010 
INC-SOURCE (SPALL) Protons on w target.                           1374000100011 
SAMPLE     2 natural silicon foils.                               1374000100012 
           9.78 mg/cm2 sample used for deuteron and most proton   1374000100013 
            data.                                                 1374000100014 
           0.320 mg/cm2 sample used for alpha-particle data and   1374000100015 
            lowest proton energies.                               1374000100016 
METHOD     (EDE)                                                  1374000100017 
DETECTOR   (TELES) Four 3-element  telescopes.                    1374000100018 
           1st element consisted of either a thin-window low-     1374000100019 
            pressure gass proportional counter for alpha          1374000100020 
            detection, or a thin silicon surface barrier detector.1374000100021 
           2nd element consisted of silicon surface barrier E     1374000100022 
            detectors.                                            1374000100023 
           3rd element consisted of CsI(Tl) detectors for higher  1374000100024 
            energy protons and alphas.                            1374000100025 
MONITOR    Silicon detectors calibrated using 228,229Th alpha-    1374000100026 
            particle source.                                      1374000100027 
CORRECTION Corrected for:                                         1374000100028 
           . particles not stopped in silicon detector,           1374000100029 
           . energy loss in detectors,                            1374000100030 
           .ejectile flight time from sample to detector.         1374000100031 
STATUS     Data received by email from R.Haight, 25 February 2000.1374000100032 
           No reply from R. Haight to author proof.               1374000100033 
HISTORY    (20000228C)                                            1374000100034 
ENDBIB              32          0                                 1374000100035 
NOCOMMON             0          0                                 1374000100036 
ENDSUBENT           35          0                                 1374000199999 
SUBENT        13740002   20000228                             00001374000200001 
BIB                  2          3                                 1374000200002 
REACTION   (14-SI-0(N,X)1-H-1,,DA/DE)                             1374000200003 
ERR-ANALYS (ERR-S) Statistical uncertainty.                       1374000200004 
           Systematic uncertainty about 10%.                      1374000200005 
ENDBIB               3          0                                 1374000200006 
NOCOMMON             0          0                                 1374000200007 
DATA                 6       4583                                 1374000200008 
EN-MIN     EN-MAX     ANG        E-MEAN     DATA       ERR-S      1374000200009 
   14.00      16.00    30.          45.25     0.0009     0.0019   1374000200941 
   14.00      16.00    30.          46.25     0.0009     0.0019   1374000200942 
   14.00      16.00    30.          46.75     0.0038     0.0038   1374000200943 
   14.00      16.00    30.          47.25     0.0038     0.0038   1374000200944 
   14.00      16.00    30.          47.75     0.0028     0.0028   1374000200945 
   14.00      16.00    60.           1.25     0.4765     0.1853   1374000200946 
   14.00      16.00    60.           1.75     4.0609     0.6820   1374000200947 
   14.00      16.00    60.           2.25     5.7053     0.7288   1374000200948 
   14.00      16.00    60.           2.75     4.7791     0.7588   1374000200949 
   14.00      16.00    60.           3.25     5.2394     0.6935   1374000200950 
   14.00      16.00    60.           3.75     5.4101     0.7170   1374000200951 
   14.00      16.00    60.           4.25     3.4573     0.0912   1374000200952 
   14.00      16.00    60.           4.75     3.0973     0.0902   1374000200953 
   14.00      16.00    60.           5.25     2.9554     0.0846   1374000200954 
   14.00      16.00    60.           5.75     3.2684     0.0893   1374000200955 
   14.00      16.00    60.           6.25     2.7476     0.0827   1374000200956 
   14.00      16.00    60.           6.75     2.0774     0.0714   1374000200957 
   14.00      16.00    60.           7.25     2.1037     0.0705   1374000200958 
   14.00      16.00    60.           7.75     1.6967     0.0639   1374000200959 
   14.00      16.00    60.           8.25     1.5463     0.0620   1374000200960 
   14.00      16.00    60.           8.75     1.0866     0.0508   1374000200961 
   14.00      16.00    60.           9.25     0.5894     0.0385   1374000200962 
   14.00      16.00    60.           9.75     0.7031     0.0451   1374000200963 
   14.00      16.00    60.          10.25     0.7905     0.0451   1374000200964 
   14.00      16.00    60.          10.75     0.3986     0.0329   1374000200965 
   14.00      16.00    60.          11.25     0.2453     0.0273   1374000200966 
   14.00      16.00    60.          11.75     0.0921     0.0150   1374000200967 
   14.00      16.00    60.          12.25     0.0226     0.0075   1374000200968 
   14.00      16.00    60.          12.75     0.0038     0.0047   1374000200969 
   14.00      16.00    60.          13.25     0.0075     0.0066   1374000200970 
   14.00      16.00    60.          13.75     0.0000     0.0094   1374000200971 
   14.00      16.00    60.          14.25     0.0075     0.0038   1374000200972 
   14.00      16.00    60.          14.75     0.0019     0.0019   1374000200973 
   14.00      16.00    60.          15.25     0.0047     0.0028   1374000200974 
   14.00      16.00    60.          15.75     0.0028     0.0028   1374000200975 
   14.00      16.00    60.          16.25     0.0009     0.0019   1374000200976 
   14.00      16.00    60.          16.75     0.0009     0.0019   1374000200977 
   14.00      16.00    60.          18.25     0.0019     0.0019   1374000200978 
   14.00      16.00    60.          20.25     0.0019     0.0019   1374000200979 
   14.00      16.00    60.          21.75     0.0009     0.0019   1374000200980 
   14.00      16.00    60.          22.25     0.0009     0.0019   1374000200981 
   14.00      16.00    60.          30.75     0.0019     0.0019   1374000200982 
   14.00      16.00    60.          31.75     0.0019     0.0019   1374000200983 
   14.00      16.00    60.          41.25     0.0009     0.0019   1374000200984 
   14.00      16.00    60.          41.75     0.0009     0.0019   1374000200985 
   14.00      16.00    60.          48.25     0.0019     0.0019   1374000200986 
   14.00      16.00    90.           1.25     0.0000     0.0778   1374000200987 
   14.00      16.00    90.           1.75     2.4081     0.5175   1374000200988 
   14.00      16.00    90.           2.25     4.4269     0.6734   1374000200989 
   14.00      16.00    90.           2.75     4.7246     0.6186   1374000200990 
   14.00      16.00    90.           3.25     4.7643     0.5163   1374000200991 
   14.00      16.00    90.           3.75     3.8799     0.6013   1374000200992 
   14.00      16.00    90.           4.25     3.4821     0.5535   1374000200993 
   14.00      16.00    90.           4.75     2.8360     0.0696   1374000200994 
   14.00      16.00    90.           5.25     2.2306     0.0611   1374000200995 
   14.00      16.00    90.           5.75     2.3162     0.0630   1374000200996 
   14.00      16.00    90.           6.25     2.3115     0.0611   1374000200997 
   14.00      16.00    90.           6.75     1.8593     0.0555   1374000200998 
   14.00      16.00    90.           7.25     1.3423     0.0498   1374000200999 
   14.00      16.00    90.           7.75     1.1806     0.0442   1374000201000 
   14.00      16.00    90.           8.25     0.9682     0.0404   1374000201001 
   14.00      16.00    90.           8.75     0.8375     0.0367   1374000201002 
   14.00      16.00    90.           9.25     0.7294     0.0338   1374000201003 
   14.00      16.00    90.           9.75     0.4089     0.0282   1374000201004 
   14.00      16.00    90.          10.25     0.2200     0.0254   1374000201005 
   14.00      16.00    90.          10.75     0.2801     0.0254   1374000201006 
   14.00      16.00    90.          11.25     0.1720     0.0207   1374000201007 
   14.00      16.00    90.          11.75     0.0705     0.0141   1374000201008 
   14.00      16.00    90.          12.25     0.0188     0.0094   1374000201009 
   14.00      16.00    90.          12.75     0.0122     0.0056   1374000201010 
   14.00      16.00    90.          13.25     0.0103     0.0038   1374000201011 
   14.00      16.00    90.          15.25     0.0028     0.0019   1374000201012 
   14.00      16.00    90.          40.25     0.0019     0.0019   1374000201013 
   14.00      16.00    90.          41.75     0.0009     0.0019   1374000201014 
   14.00      16.00    90.          44.75     0.0019     0.0019   1374000201015 
   14.00      16.00    90.          47.25     0.0019     0.0019   1374000201016 
   14.00      16.00   135.           2.25     0.8858     0.4105   1374000201017 
   14.00      16.00   135.           2.75     4.6193     0.7215   1374000201018 
   14.00      16.00   135.           3.25     3.4310     0.6914   1374000201019 
   14.00      16.00   135.           3.75     3.5037     0.6478   1374000201020 
   14.00      16.00   135.           4.25     4.0858     0.6960   1374000201021 
   14.00      16.00   135.           4.75     3.1388     0.6326   1374000201022 
   14.00      16.00   135.           5.25     3.4094     0.0846   1374000201023 
   14.00      16.00   135.           5.75     3.1311     0.0780   1374000201024 
   14.00      16.00   135.           6.25     2.3566     0.0667   1374000201025 
   14.00      16.00   135.           6.75     1.7559     0.0583   1374000201026 
   14.00      16.00   135.           7.25     1.3329     0.0517   1374000201027 
   14.00      16.00   135.           7.75     0.8949     0.0423   1374000201028 
   14.00      16.00   135.           8.25     0.8892     0.0423   1374000201029 
   14.00      16.00   135.           8.75     0.3158     0.0273   1374000201030 
   14.00      16.00   135.           9.25     0.0066     0.0038   1374000201031 
   14.00      16.00   135.           9.75     0.0940     0.0263   1374000201032 
   14.00      16.00   135.          10.25     0.1805     0.0320   1374000201033 
   14.00      16.00   135.          10.75     0.0498     0.0122   1374000201034 
   14.00      16.00   135.          11.25     0.0094     0.0085   1374000201035 
   14.00      16.00   135.          11.75     0.0047     0.0028   1374000201036 
   14.00      16.00   135.          12.25     0.0028     0.0075   1374000201037 
   14.00      16.00   135.          12.75     0.0028     0.0028   1374000201038 
   14.00      16.00   135.          13.25     0.0028     0.0019   1374000201039 
   14.00      16.00   135.          13.75     0.0000     0.0056   1374000201040 
   14.00      16.00   135.          14.25     0.0000     0.0038   1374000201041 
   14.00      16.00   135.          14.75     0.0009     0.0019   1374000201042 
   14.00      16.00   135.          15.25     0.0028     0.0019   1374000201043 
   14.00      16.00   135.          15.75     0.0009     0.0019   1374000201044 
   14.00      16.00   135.          19.25     0.0019     0.0019   1374000201045 
   14.00      16.00   135.          44.25     0.0019     0.0019   1374000201046 
   14.00      16.00   135.          48.75     0.0019     0.0019   1374000201047 
   16.00      18.00    30.           1.25     1.2065     1.1445   1374000201048 
   16.00      18.00    30.           1.75     6.9503     1.8742   1374000201049 
   16.00      18.00    30.           2.25    10.2386     1.9031   1374000201050 
   16.00      18.00    30.           2.75     9.2201     1.6616   1374000201051 
   16.00      18.00    30.           3.25     8.4462     1.8478   1374000201052 
   16.00      18.00    30.           3.75     7.7260     1.8770   1374000201053 
   16.00      18.00    30.           4.25     4.2591     0.1382   1374000201054 
   16.00      18.00    30.           4.75     3.6566     0.1316   1374000201055 
   16.00      18.00    30.           5.25     3.6002     0.1288   1374000201056 
   16.00      18.00    30.           5.75     3.1058     0.1213   1374000201057 
   16.00      18.00    30.           6.25     2.7645     0.1137   1374000201058 
   16.00      18.00    30.           6.75     2.6893     0.1137   1374000201059 
   16.00      18.00    30.           7.25     2.2532     0.1072   1374000201060 
   16.00      18.00    30.           7.75     2.0539     0.1043   1374000201061 
   16.00      18.00    30.           8.25     2.4440     0.1072   1374000201062 
   16.00      18.00    30.           8.75     1.8885     0.0949   1374000201063 
   16.00      18.00    30.           9.25     1.2004     0.1006   1374000201064 
   16.00      18.00    30.           9.75     1.5266     0.0912   1374000201065 
   16.00      18.00    30.          10.25     1.2314     0.0874   1374000201066 
   16.00      18.00    30.          10.75     0.7924     0.0667   1374000201067 
   16.00      18.00    30.          11.25     0.6571     0.0583   1374000201068 
   16.00      18.00    30.          11.75     0.5330     0.0508   1374000201069 
   16.00      18.00    30.          12.25     0.3290     0.0498   1374000201070 
   16.00      18.00    30.          12.75     0.2745     0.0489   1374000201071 
   16.00      18.00    30.          13.25     0.0752     0.0432   1374000201072 
   16.00      18.00    30.          13.75     0.0338     0.0254   1374000201073 
   16.00      18.00    30.          14.25     0.0028     0.0226   1374000201074 
   16.00      18.00    30.          14.75     0.0301     0.0122   1374000201075 
   16.00      18.00    30.          15.25     0.0000     0.0263   1374000201076 
   16.00      18.00    30.          15.75     0.0216     0.0094   1374000201077 
   16.00      18.00    30.          16.25     0.0122     0.0075   1374000201078 
   16.00      18.00    30.          16.75     0.0075     0.0056   1374000201079 
   16.00      18.00    30.          17.25     0.0103     0.0066   1374000201080 
   16.00      18.00    30.          17.75     0.0019     0.0028   1374000201081 
   16.00      18.00    30.          18.25     0.0028     0.0038   1374000201082 
   16.00      18.00    30.          19.25     0.0009     0.0028   1374000201083 
   16.00      18.00    30.          19.75     0.0028     0.0038   1374000201084 
   16.00      18.00    30.          21.25     0.0019     0.0028   1374000201085 
   16.00      18.00    30.          21.75     0.0047     0.0047   1374000201086 
   16.00      18.00    30.          22.25     0.0019     0.0028   1374000201087 
   16.00      18.00    30.          23.25     0.0009     0.0019   1374000201088 
   16.00      18.00    30.          23.75     0.0028     0.0038   1374000201089 
   16.00      18.00    30.          24.75     0.0047     0.0047   1374000201090 
   16.00      18.00    30.          25.75     0.0009     0.0019   1374000201091 
   16.00      18.00    30.          26.25     0.0028     0.0038   1374000201092 
   16.00      18.00    30.          27.25     0.0038     0.0038   1374000201093 
   16.00      18.00    30.          27.75     0.0047     0.0047   1374000201094 
   16.00      18.00    30.          28.25     0.0009     0.0019   1374000201095 
   16.00      18.00    30.          28.75     0.0038     0.0038   1374000201096 
   16.00      18.00    30.          30.75     0.0038     0.0038   1374000201097 
   16.00      18.00    30.          31.25     0.0047     0.0047   1374000201098 
   16.00      18.00    30.          35.75     0.0000     0.0075   1374000201099 
   16.00      18.00    30.          36.25     0.0000     0.0141   1374000201100 
   16.00      18.00    30.          41.75     0.0009     0.0019   1374000201101 
   16.00      18.00    30.          42.25     0.0028     0.0038   1374000201102 
   16.00      18.00    30.          44.75     0.0038     0.0038   1374000201103 
   16.00      18.00    30.          46.25     0.0000     0.0103   1374000201104 
   16.00      18.00    30.          46.75     0.0000     0.0122   1374000201105 
   16.00      18.00    60.           1.25     0.3881     0.1476   1374000201106 
   16.00      18.00    60.           1.75     4.9604     0.7839   1374000201107 
   16.00      18.00    60.           2.25     7.1945     0.8659   1374000201108 
   16.00      18.00    60.           2.75     6.4021     0.8620   1374000201109 
   16.00      18.00    60.           3.25     6.1577     0.8123   1374000201110 
   16.00      18.00    60.           3.75     7.1297     0.8805   1374000201111 
   16.00      18.00    60.           4.25     3.4404     0.1006   1374000201112 
   16.00      18.00    60.           4.75     2.8501     0.0902   1374000201113 
   16.00      18.00    60.           5.25     3.0400     0.0949   1374000201114 
   16.00      18.00    60.           5.75     2.7580     0.0912   1374000201115 
   16.00      18.00    60.           6.25     2.4290     0.0846   1374000201116 
   16.00      18.00    60.           6.75     1.9552     0.0752   1374000201117 
   16.00      18.00    60.           7.25     1.7484     0.0714   1374000201118 
   16.00      18.00    60.           7.75     1.7258     0.0714   1374000201119 
   16.00      18.00    60.           8.25     1.7663     0.0705   1374000201120 
   16.00      18.00    60.           8.75     1.3978     0.0677   1374000201121 
   16.00      18.00    60.           9.25     0.9005     0.0517   1374000201122 
   16.00      18.00    60.           9.75     0.6702     0.0545   1374000201123 
   16.00      18.00    60.          10.25     0.8657     0.0517   1374000201124 
   16.00      18.00    60.          10.75     0.6251     0.0451   1374000201125 
   16.00      18.00    60.          11.25     0.4850     0.0367   1374000201126 
   16.00      18.00    60.          11.75     0.4409     0.0376   1374000201127 
   16.00      18.00    60.          12.25     0.3995     0.0338   1374000201128 
   16.00      18.00    60.          12.75     0.3130     0.0301   1374000201129 
   16.00      18.00    60.          13.25     0.2453     0.0263   1374000201130 
   16.00      18.00    60.          13.75     0.1438     0.0197   1374000201131 
   16.00      18.00    60.          14.25     0.0310     0.0094   1374000201132 
   16.00      18.00    60.          14.75     0.0141     0.0066   1374000201133 
   16.00      18.00    60.          15.25     0.0132     0.0056   1374000201134 
   16.00      18.00    60.          15.75     0.0047     0.0038   1374000201135 
   16.00      18.00    60.          16.25     0.0038     0.0028   1374000201136 
   16.00      18.00    60.          16.75     0.0038     0.0028   1374000201137 
   16.00      18.00    60.          17.25     0.0009     0.0019   1374000201138 
   16.00      18.00    60.          17.75     0.0038     0.0028   1374000201139 
   16.00      18.00    60.          18.25     0.0009     0.0019   1374000201140 
   16.00      18.00    60.          22.25     0.0019     0.0019   1374000201141 
   16.00      18.00    60.          22.75     0.0009     0.0019   1374000201142 
   16.00      18.00    90.           1.25     0.0302     0.0340   1374000201143 
   16.00      18.00    90.           1.75     2.8288     0.5224   1374000201144 
   16.00      18.00    90.           2.25     5.1185     0.6935   1374000201145 
   16.00      18.00    90.           2.75     5.8083     0.7596   1374000201146 
   16.00      18.00    90.           3.25     4.6335     0.7817   1374000201147 
   16.00      18.00    90.           3.75     5.4907     0.7180   1374000201148 
   16.00      18.00    90.           4.25     3.8379     0.7746   1374000201149 
   16.00      18.00    90.           4.75     2.6715     0.0724   1374000201150 
   16.00      18.00    90.           5.25     2.3453     0.0705   1374000201151 
   16.00      18.00    90.           5.75     2.1883     0.0667   1374000201152 
   16.00      18.00    90.           6.25     1.9778     0.0639   1374000201153 
   16.00      18.00    90.           6.75     1.6723     0.0583   1374000201154 
   16.00      18.00    90.           7.25     1.2427     0.0498   1374000201155 
   16.00      18.00    90.           7.75     1.2098     0.0498   1374000201156 
   16.00      18.00    90.           8.25     1.1750     0.0489   1374000201157 
   16.00      18.00    90.           8.75     1.0396     0.0479   1374000201158 
   16.00      18.00    90.           9.25     1.0030     0.0451   1374000201159 
   16.00      18.00    90.           9.75     0.4803     0.0320   1374000201160 
   16.00      18.00    90.          10.25     0.3299     0.0329   1374000201161 
   16.00      18.00    90.          10.75     0.4127     0.0329   1374000201162 
   16.00      18.00    90.          11.25     0.3027     0.0254   1374000201163 
   16.00      18.00    90.          11.75     0.2435     0.0235   1374000201164 
   16.00      18.00    90.          12.25     0.2124     0.0226   1374000201165 
   16.00      18.00    90.          12.75     0.2256     0.0216   1374000201166 
   16.00      18.00    90.          13.25     0.1560     0.0197   1374000201167 
   16.00      18.00    90.          13.75     0.0874     0.0160   1374000201168 
   16.00      18.00    90.          14.25     0.0592     0.0113   1374000201169 
   16.00      18.00    90.          14.75     0.0244     0.0103   1374000201170 
   16.00      18.00    90.          15.25     0.0094     0.0038   1374000201171 
   16.00      18.00    90.          15.75     0.0085     0.0038   1374000201172 
   16.00      18.00    90.          16.25     0.0019     0.0019   1374000201173 
   16.00      18.00    90.          16.75     0.0019     0.0019   1374000201174 
   16.00      18.00    90.          17.25     0.0019     0.0019   1374000201175 
   16.00      18.00    90.          18.75     0.0009     0.0019   1374000201176 
   16.00      18.00    90.          19.25     0.0000     0.0066   1374000201177 
   16.00      18.00    90.          19.75     0.0000     0.0028   1374000201178 
   16.00      18.00    90.          23.25     0.0009     0.0019   1374000201179 
   16.00      18.00    90.          27.25     0.0019     0.0019   1374000201180 
   16.00      18.00    90.          45.25     0.0019     0.0019   1374000201181 
   16.00      18.00    90.          45.75     0.0000     0.0066   1374000201182 
   16.00      18.00    90.          46.25     0.0000     0.0038   1374000201183 
   16.00      18.00   135.           1.75     0.0537     0.0481   1374000201184 
   16.00      18.00   135.           2.25     0.9619     0.4587   1374000201185 
   16.00      18.00   135.           2.75     3.6367     0.8828   1374000201186 
   16.00      18.00   135.           3.25     5.0662     0.8491   1374000201187 
   16.00      18.00   135.           3.75     3.6921     0.8368   1374000201188 
   16.00      18.00   135.           4.25     4.0221     0.7388   1374000201189 
   16.00      18.00   135.           4.75     3.3804     0.8747   1374000201190 
   16.00      18.00   135.           5.25     2.9253     0.0855   1374000201191 
   16.00      18.00   135.           5.75     2.5465     0.0818   1374000201192 
   16.00      18.00   135.           6.25     1.9345     0.0714   1374000201193 
   16.00      18.00   135.           6.75     1.8885     0.0677   1374000201194 
   16.00      18.00   135.           7.25     1.3762     0.0583   1374000201195 
   16.00      18.00   135.           7.75     1.0979     0.0517   1374000201196 
   16.00      18.00   135.           8.25     0.8375     0.0461   1374000201197 
   16.00      18.00   135.           8.75     0.4061     0.0329   1374000201198 
   16.00      18.00   135.           9.25     0.0244     0.0075   1374000201199 
   16.00      18.00   135.           9.75     0.0771     0.0254   1374000201200 
   16.00      18.00   135.          10.25     0.4352     0.0385   1374000201201 
   16.00      18.00   135.          10.75     0.3130     0.0310   1374000201202 
   16.00      18.00   135.          11.25     0.2087     0.0226   1374000201203 
   16.00      18.00   135.          11.75     0.1335     0.0207   1374000201204 
   16.00      18.00   135.          12.25     0.0414     0.0113   1374000201205 
   16.00      18.00   135.          12.75     0.0367     0.0094   1374000201206 
   16.00      18.00   135.          13.25     0.0132     0.0056   1374000201207 
   16.00      18.00   135.          13.75     0.0160     0.0056   1374000201208 
   16.00      18.00   135.          14.25     0.0000     0.0056   1374000201209 
   16.00      18.00   135.          14.75     0.0000     0.0103   1374000201210 
   16.00      18.00   135.          15.25     0.0028     0.0019   1374000201211 
   16.00      18.00   135.          16.25     0.0000     0.0056   1374000201212 
   16.00      18.00   135.          16.75     0.0000     0.0066   1374000201213 
   16.00      18.00   135.          19.75     0.0009     0.0019   1374000201214 
   16.00      18.00   135.          21.25     0.0009     0.0019   1374000201215 
   16.00      18.00   135.          21.75     0.0028     0.0019   1374000201216 
   16.00      18.00   135.          27.75     0.0009     0.0019   1374000201217 
   16.00      18.00   135.          49.25     0.0019     0.0019   1374000201218 
   18.00      20.00    30.           1.25     1.4341     1.4676   1374000201219 
   18.00      20.00    30.           1.75     7.4024     2.5094   1374000201220 
   18.00      20.00    30.           2.25     3.3460     2.4618   1374000201221 
   18.00      20.00    30.           2.75     7.2452     2.2830   1374000201222 
   18.00      20.00    30.           3.25     9.7877     2.3254   1374000201223 
   18.00      20.00    30.           3.75    11.9242     2.2668   1374000201224 
   18.00      20.00    30.           4.25     4.6662     0.1664   1374000201225 
   18.00      20.00    30.           4.75     4.2563     0.1570   1374000201226 
   18.00      20.00    30.           5.25     4.0768     0.1560   1374000201227 
   18.00      20.00    30.           5.75     3.3812     0.1382   1374000201228 
   18.00      20.00    30.           6.25     2.6452     0.1269   1374000201229 
   18.00      20.00    30.           6.75     2.4449     0.1175   1374000201230 
   18.00      20.00    30.           7.25     2.5201     0.1175   1374000201231 
   18.00      20.00    30.           7.75     2.4835     0.1203   1374000201232 
   18.00      20.00    30.           8.25     2.5239     0.1260   1374000201233 
   18.00      20.00    30.           8.75     1.9167     0.1053   1374000201234 
   18.00      20.00    30.           9.25     1.3480     0.1147   1374000201235 
   18.00      20.00    30.           9.75     1.5106     0.1072   1374000201236 
   18.00      20.00    30.          10.25     1.1665     0.0912   1374000201237 
   18.00      20.00    30.          10.75     1.0415     0.0893   1374000201238 
   18.00      20.00    30.          11.25     1.0171     0.0874   1374000201239 
   18.00      20.00    30.          11.75     1.0509     0.0874   1374000201240 
   18.00      20.00    30.          12.25     0.8469     0.0780   1374000201241 
   18.00      20.00    30.          12.75     0.5452     0.0620   1374000201242 
   18.00      20.00    30.          13.25     0.5095     0.0649   1374000201243 
   18.00      20.00    30.          13.75     0.3591     0.0508   1374000201244 
   18.00      20.00    30.          14.25     0.2613     0.0432   1374000201245 
   18.00      20.00    30.          14.75     0.0949     0.0432   1374000201246 
   18.00      20.00    30.          15.25     0.0705     0.0395   1374000201247 
   18.00      20.00    30.          15.75     0.0273     0.0235   1374000201248 
   18.00      20.00    30.          16.25     0.0009     0.0197   1374000201249 
   18.00      20.00    30.          16.75     0.0000     0.0282   1374000201250 
   18.00      20.00    30.          17.25     0.0085     0.0066   1374000201251 
   18.00      20.00    30.          17.75     0.0056     0.0056   1374000201252 
   18.00      20.00    30.          18.25     0.0000     0.0188   1374000201253 
   18.00      20.00    30.          18.75     0.0047     0.0047   1374000201254 
   18.00      20.00    30.          21.75     0.0047     0.0047   1374000201255 
   18.00      20.00    30.          22.25     0.0009     0.0019   1374000201256 
   18.00      20.00    30.          24.75     0.0009     0.0019   1374000201257 
   18.00      20.00    30.          25.25     0.0038     0.0047   1374000201258 
   18.00      20.00    30.          33.75     0.0038     0.0047   1374000201259 
   18.00      20.00    30.          34.25     0.0009     0.0028   1374000201260 
   18.00      20.00    30.          37.25     0.0028     0.0038   1374000201261 
   18.00      20.00    30.          37.75     0.0028     0.0038   1374000201262 
   18.00      20.00    30.          41.75     0.0028     0.0038   1374000201263 
   18.00      20.00    30.          42.25     0.0019     0.0028   1374000201264 
   18.00      20.00    30.          46.25     0.0028     0.0038   1374000201265 
   18.00      20.00    30.          46.75     0.0019     0.0028   1374000201266 
   18.00      20.00    30.          47.25     0.0038     0.0047   1374000201267 
   18.00      20.00    30.          47.75     0.0009     0.0028   1374000201268 
   18.00      20.00    30.          48.25     0.0047     0.0047   1374000201269 
   18.00      20.00    30.          50.25     0.0038     0.0047   1374000201270 
   18.00      20.00    30.          50.75     0.0019     0.0028   1374000201271 
   18.00      20.00    60.           1.25     0.1483     0.2160   1374000201272 
   18.00      20.00    60.           1.75     3.5279     0.9577   1374000201273 
   18.00      20.00    60.           2.25     4.3007     1.0000   1374000201274 
   18.00      20.00    60.           2.75     6.5810     0.9695   1374000201275 
   18.00      20.00    60.           3.25     6.5032     0.9536   1374000201276 
   18.00      20.00    60.           3.75     6.9211     1.0493   1374000201277 
   18.00      20.00    60.           4.25     4.0382     0.1222   1374000201278 
   18.00      20.00    60.           4.75     3.4442     0.1090   1374000201279 
   18.00      20.00    60.           5.25     3.2674     0.1081   1374000201280 
   18.00      20.00    60.           5.75     2.9488     0.1034   1374000201281 
   18.00      20.00    60.           6.25     2.4637     0.0968   1374000201282 
   18.00      20.00    60.           6.75     1.9016     0.0846   1374000201283 
   18.00      20.00    60.           7.25     1.7672     0.0808   1374000201284 
   18.00      20.00    60.           7.75     1.7099     0.0790   1374000201285 
   18.00      20.00    60.           8.25     1.5867     0.0771   1374000201286 
   18.00      20.00    60.           8.75     1.5378     0.0752   1374000201287 
   18.00      20.00    60.           9.25     0.7069     0.0508   1374000201288 
   18.00      20.00    60.           9.75     0.9334     0.0630   1374000201289 
   18.00      20.00    60.          10.25     0.9353     0.0602   1374000201290 
   18.00      20.00    60.          10.75     0.6994     0.0489   1374000201291 
   18.00      20.00    60.          11.25     0.7360     0.0536   1374000201292 
   18.00      20.00    60.          11.75     0.5800     0.0442   1374000201293 
   18.00      20.00    60.          12.25     0.5621     0.0461   1374000201294 
   18.00      20.00    60.          12.75     0.5396     0.0442   1374000201295 
   18.00      20.00    60.          13.25     0.4230     0.0395   1374000201296 
   18.00      20.00    60.          13.75     0.3271     0.0329   1374000201297 
   18.00      20.00    60.          14.25     0.2867     0.0310   1374000201298 
   18.00      20.00    60.          14.75     0.2566     0.0291   1374000201299 
   18.00      20.00    60.          15.25     0.1692     0.0235   1374000201300 
   18.00      20.00    60.          15.75     0.1184     0.0197   1374000201301 
   18.00      20.00    60.          16.25     0.0338     0.0103   1374000201302 
   18.00      20.00    60.          16.75     0.0197     0.0085   1374000201303 
   18.00      20.00    60.          17.25     0.0000     0.0141   1374000201304 
   18.00      20.00    60.          17.75     0.0000     0.0085   1374000201305 
   18.00      20.00    60.          18.25     0.0085     0.0056   1374000201306 
   18.00      20.00    60.          18.75     0.0094     0.0056   1374000201307 
   18.00      20.00    60.          19.25     0.0019     0.0028   1374000201308 
   18.00      20.00    60.          19.75     0.0019     0.0019   1374000201309 
   18.00      20.00    60.          43.75     0.0019     0.0028   1374000201310 
   18.00      20.00    60.          44.25     0.0009     0.0019   1374000201311 
   18.00      20.00    90.           1.75     1.1894     0.6335   1374000201312 
   18.00      20.00    90.           2.25     5.1569     0.7403   1374000201313 
   18.00      20.00    90.           2.75     7.3184     0.7513   1374000201314 
   18.00      20.00    90.           3.25     7.0847     0.8180   1374000201315 
   18.00      20.00    90.           3.75     6.0236     0.7163   1374000201316 
   18.00      20.00    90.           4.25     5.2625     0.7749   1374000201317 
   18.00      20.00    90.           4.75     3.0277     0.0855   1374000201318 
   18.00      20.00    90.           5.25     2.6329     0.0790   1374000201319 
   18.00      20.00    90.           5.75     2.2786     0.0752   1374000201320 
   18.00      20.00    90.           6.25     1.9608     0.0686   1374000201321 
   18.00      20.00    90.           6.75     1.7540     0.0667   1374000201322 
   18.00      20.00    90.           7.25     1.3790     0.0573   1374000201323 
   18.00      20.00    90.           7.75     1.1891     0.0536   1374000201324 
   18.00      20.00    90.           8.25     1.0208     0.0508   1374000201325 
   18.00      20.00    90.           8.75     1.0669     0.0517   1374000201326 
   18.00      20.00    90.           9.25     1.0725     0.0517   1374000201327 
