ENTRY            G3105   20120703                             G025G310500000001 
SUBENT        G3105001   20120703                             G025G310500100001 
BIB                 16         38                                 G310500100002 
TITLE      Measurement of photo-neutron cross-sections in 208Pb   G310500100003 
            and 209Bi with 50-70 MeV bremsstrahlung               G310500100004 
AUTHOR     (H.Naik, S.Singh, A.Goswami, V.K.Manchanda, G.N.Kim,   G310500100005 
            K.S.Kim, M.W.Lee, Md.Shakilur Rahman, D.Raj,          G310500100006 
            S.Ganesan, S.Suryanarayana, M.H.Cho, W.Namkung)       G310500100007 
INSTITUTE  (3INDTRM,3KORKNU,3KORPUE)                              G310500100008 
REFERENCE  (J,NIM/B,269,1417,2011)                                G310500100009 
FACILITY   (LINAC,3KORPUE) Pohang Accelerator Laboratory (PAL)    G310500100010 
INC-SOURCE (BRST) Pulsed electron beam on thin tungsten target    G310500100011 
            (size 10.0 x 10.0 cm, thickness 0.1 mm)               G310500100012 
SAMPLE     208Pb metal foil (2 mg/cm**2 thickness, 99.999% purity,G310500100013 
            1.225x1.225 cm size) and 209Bi metal foil (2 mg/cm**2 G310500100014 
            thickness, 1.414x1.414 cm size) wrapped with super    G310500100015 
            pure Al foil (0.025 mm thickness).                    G310500100016 
METHOD     (ACTIV) Irradiated for 2-4 hours (10-15 mA, 3.75 Hz)   G310500100017 
           (GSPEC) After cooling for 30 min                       G310500100018 
DETECTOR   (HPGE) To count gamma-ray reaction products,           G310500100019 
            1.8 keV FWHM at 1332.5 keV peak of 60Co               G310500100020 
MONITOR    ((MONIT)29-CU-65(G,N)29-CU-64,,SIG)                    G310500100021 
           (13-AL-27(G,N+2P)11-NA-24,,SIG) 0.05-0.2 mb            G310500100022 
            at the bremsstrahlung energy range of 50-70 MeV       G310500100023 
DECAY-MON  (29-CU-64,,DG,1345.8)                                  G310500100024 
           (11-NA-24,,DG,1368.6)                                  G310500100025 
MONIT-REF  ((MONIT),S.Shibata+,J,PR/C,35,254,1987)                G310500100026 
            65Cu(g,n)64Cu cross section                           G310500100027 
           (,V.Di.Napoli+,J,NCL,1,835,1971)                       G310500100028 
            27Al(g,n+2p)24Na cross section                        G310500100029 
REL-REF    (R,,E.Browne+,B,BROWNE,,1986) WWW Version 2.1          G310500100030 
           (R,,J.Blachot+,J,APH,6,3,1981) Decay data              G310500100031 
ERR-ANALYS (ERR-T) Total uncertainty                              G310500100032 
           (ERR-SYS) Overall systematic error                (6%) G310500100033 
                      - Irradiation time                  (~0.5%) G310500100034 
                      - Detection efficiency calibration    (~3%) G310500100035 
                      - Half-life and gamma-ray abundance   (~1%) G310500100036 
           (ERR-S,5.,10.) Counting statistics             (5-10%) G310500100037 
STATUS     (APRVD) Approved by G.N.Kim (2011-06-23)               G310500100038 
HISTORY    (20110527C) S.C.Yang                                   G310500100039 
           (20120703U) On. SAMPLE: free text revised              G310500100040 
ENDBIB              38          0                                 G310500100041 
COMMON               3          3                                 G310500100042 
MONIT      MONIT-ERR  ERR-SYS                                     G310500100043 
MB         MB         PER-CENT                                    G310500100044 
 16.35      0.78       6.                                         G310500100045 
ENDCOMMON            3          0                                 G310500100046 
ENDSUBENT           45          0                                 G310500199999 
SUBENT        G3105002   20110527                             G023G310500200001 
BIB                  3         21                                 G310500200002 
REACTION   (83-BI-209(G,3N)83-BI-206,,SIG,,BRA)                   G310500200003 
DECAY-DATA ((1.)83-BI-206,6.243D,DG,183.98,0.158)                 G310500200004 
           ((2.)83-BI-206,6.243D,DG,262.7,0.0302)                 G310500200005 
           ((3.)83-BI-206,6.243D,DG,343.51,0.23439)               G310500200006 
           ((4.)83-BI-206,6.243D,DG,398.0,0.10741)                G310500200007 
           ((5.)83-BI-206,6.243D,DG,497.06,0.1531)                G310500200008 
           ((6.)83-BI-206,6.243D,DG,516.18,0.40747)               G310500200009 
           ((7.)83-BI-206,6.243D,DG,537.72,0.304)                 G310500200010 
           ((8.)83-BI-206,6.243D,DG,620.48,0.0576)                G310500200011 
           ((9.)83-BI-206,6.243D,DG,632.25,0.0447)                G310500200012 
           ((10.)83-BI-206,6.243D,DG,657.16,0.0191)               G310500200013 
           ((11.)83-BI-206,6.243D,DG,803.1,0.989)                 G310500200014 
           ((12.)83-BI-206,6.243D,DG,881.01,0.66164)              G310500200015 
           ((13.)83-BI-206,6.243D,DG,895.12,0.15656)              G310500200016 
           ((14.)83-BI-206,6.243D,DG,1018.63,0.07596)             G310500200017 
           ((15.)83-BI-206,6.243D,DG,1098.26,0.135)               G310500200018 
           ((16.)83-BI-206,6.243D,DG,1405.01,0.0143)              G310500200019 
           ((17.)83-BI-206,6.243D,DG,1595.27,0.0501)              G310500200020 
           ((18.)83-BI-206,6.243D,DG,1718.7,0.38044)              G310500200021 
           ((19.)83-BI-206,6.243D,DG,1878.65,0.0201)              G310500200022 
STATUS     (TABLE) Table 1 of J,NIM/B,269,1417,2011               G310500200023 
ENDBIB              21          0                                 G310500200024 
NOCOMMON             0          0                                 G310500200025 
DATA                 4         91                                 G310500200026 
55.        0.673      0.065                                       G310501200013 
60.        0.701      0.048                                       G310501200014 
65.        0.783      0.077                                       G310501200015 
70.        0.819      0.088                                       G310501200016 
ENDDATA              7          0                                 G310501200017 
ENDSUBENT           16          0                                 G310501299999 
SUBENT        G3105013   20110527                             G023G310501300001 
BIB                  2          4                                 G310501300002 
REACTION   (82-PB-208(G,6N)82-PB-202,,SIG,,BRA,DERIV)             G310501300003 
            Average of gamma line dependent cross sections        G310501300004 
STATUS     (TABLE) Table 9 of J,NIM/B,269,1417,2011               G310501300005 
           (DEP,G3105008) Gamma line dependent cross sections     G310501300006 
ENDBIB               4          0                                 G310501300007 
NOCOMMON             0          0                                 G310501300008 
DATA                 3          1                                 G310501300009 
EN-MAX     DATA       ERR-T                                       G310501300010 
MEV        MB         MB                                          G310501300011 
70.        0.106      0.023                                       G310501300012 
ENDDATA              3          0                                 G310501300013 
ENDSUBENT           12          0                                 G310501399999 
SUBENT        G3105014   20110527                             G023G310501400001 
BIB                  2          4                                 G310501400002 
REACTION   (82-PB-208(G,4N)82-PB-204,,SIG,,BRA,DERIV)             G310501400003 
            Average of gamma line dependent cross sections        G310501400004 
STATUS     (TABLE) Table 9 of J,NIM/B,269,1417,2011               G310501400005 
           (DEP,G3105006) Gamma line dependent cross sections     G310501400006 
ENDBIB               4          0                                 G310501400007 
NOCOMMON             0          0                                 G310501400008 
DATA                 3          3                                 G310501400009 
EN-MAX     DATA       ERR-T                                       G310501400010 
MEV        MB         MB                                          G310501400011 
50.        0.285      0.045                                       G310501400012 
60.        0.344      0.025                                       G310501400013 
70.        0.373      0.016                                       G310501400014 
ENDDATA              5          0                                 G310501400015 
ENDSUBENT           14          0                                 G310501499999 
ENDENTRY            14          0                                 G310599999999 
